,0
0,7.269138119407243
1,803.6165530336159
2,930.2772322808519
3,970.5007965958753
4,980.948159749665
5,999.3063154013892
6,980.606619758556
7,999.8254204215052
8,971.3246666737215
9,999.6187536050847
10,961.3310402674123
11,999.1009896122157
12,821.1653890996205
13,818.7805323146152
14,966.5937698412442
15,869.2785192882521
16,886.2640333842555
17,905.7912167491328
18,994.053222067345
19,950.2224260622633
20,904.9429901048444
21,556.9268880394083
22,977.5465612858382
23,979.5319936338154
24,979.9596307979604
25,979.4969996213528
26,984.373672581394
27,676.1073477349611
28,988.4403519692779
29,789.6625720760474
30,983.3890141523912
31,911.7099772996849
32,987.1665355830389
33,926.3261571123217
34,937.4999267792149
35,991.7830027333688
36,709.987678744438
37,983.2597784176116
38,826.4212469894985
39,766.0270621217451
40,951.5164511068981
41,876.4968912945598
42,900.4235980005674
43,978.1071382104079
44,778.1284205836057
45,825.0352564116348
46,985.6555037749058
47,935.7562870363658
48,983.4127830488404
49,752.2949679738159
50,896.4650263060643
51,941.3926917906638
52,793.661412336873
53,992.2292459866231
54,886.521423365992
55,220.6669904083729
56,763.4078584676686
57,714.5641302781615
58,987.9410235463064
59,957.6076595470976
60,989.4048126251245
61,869.9045823576574
62,905.6981669301608
63,982.8582988953891
64,892.747558820412
65,883.4759939383763
66,783.4987644973911
67,986.7369255030895
68,923.1868661402574
69,910.396809338025
70,892.007275871894
71,933.0118115043541
72,525.0469266288517
73,954.7312204901334
74,961.2177725385417
75,839.2159298702588
76,796.4378300169982
77,960.065634481199
78,962.1331128218858
79,960.6805874435499
80,925.155424215503
81,613.9604270724948
82,914.5002827288123
83,969.7546529962489
84,538.3477713431332
85,823.7085935754296
86,931.5850746620007
87,792.7580274208435
88,946.587892277303
89,792.9753674610479
90,630.3685198944981
91,765.3558364615005
92,708.102485445295
93,444.7398977304365
94,746.6784140406744
95,705.3724978605047
96,908.1436252705375
97,905.8634277514836
98,949.7734960035039
99,917.2906242082644
100,723.6215307582997
101,767.8396805356052
102,864.8694727544283
103,874.1878180687473
104,932.892792091912
105,838.0829492770997
106,967.1154801670358
107,908.1835358909902
108,782.6231159863214
109,957.4287003341079
110,932.0382612972107
111,979.7508419437822
112,993.969713199228
113,994.3750263413845
114,965.1393263416983
115,993.0837614762082
116,965.2206382585725
117,760.9583638727421
118,953.6144332367337
119,880.7648090851965
120,994.9887436477744
121,985.8757081452867
122,997.0879064681225
123,996.4030068028267
124,992.365180123566
125,995.109290253653
126,904.782488556788
127,956.9089696695526
128,993.286665479397
129,978.5715110596979
130,930.8740213179701
131,607.4552802891257
132,719.2623194158242
133,772.8029486845464
134,698.6880528664524
135,997.4827531396679
136,988.5472778411466
137,984.2629118373756
138,943.2196238646866
139,852.186880052985
140,989.9697437288237
141,407.0260321881957
142,564.1317737775328
143,938.8791251368101
144,867.7015861514108
145,651.7738624490213
146,940.9175790640827
147,554.4994839005666
148,870.5629808688437
149,862.3207759850725
150,968.5594999280602
151,947.1730987922309
152,921.7735381040104
153,971.5726034371877
154,874.997761582476
155,976.4122581240428
156,755.1446792438654
157,905.4405881730917
158,910.9228819726765
159,818.6493372889811
160,872.1743848652824
161,634.2080981878925
162,797.710516959524
163,824.8768731275943
164,728.6629687410269
165,584.8356113018903
166,882.7874349611258
