,0,1,2,3
0,7779202.323335805,726.3869839726756,67.19374451586623,4.095935733221474
1,7779236.387848711,639.49105917557,117.29703272329364,6.824059405075312
2,7779289.7499330295,551.0387469657541,150.84171117227754,8.369608799409239
3,7779365.46705387,457.8657823871794,167.69486061806003,8.972303134436183
4,7779292.330143358,481.40529731406264,215.23652979452982,11.028029491016168
5,7779328.6222721785,426.69744309306407,233.23233576116183,11.447948967572968
6,7779400.3671837,353.30632072280304,235.3779966052475,10.948498965922278
7,7779411.640446318,326.6118772310949,250.5430961345575,11.20458033822057
8,7779282.571770683,392.2066910663768,311.69461786743796,13.526920361028212
9,7779298.791482488,359.8376298264802,327.81313611334906,13.557751561511761
10,7779351.877436494,305.9645379180187,329.26734000481997,12.890685563167402
11,7779222.725970183,373.90327600436126,388.4108260873515,14.959927740755674
12,7779092.317397638,441.85650994661466,448.832321664352,16.993770792739124
13,7779017.811900041,466.87924378630976,497.0402009757492,18.268655239894592
14,7778949.222442099,489.14501092493765,542.161922002142,19.47062494652498
15,7778630.90946299,696.6594259337891,648.7678827459694,23.663228315596722
16,7778671.706048499,622.9076909040589,681.6065765045216,23.77968406455805
17,7778633.06564054,611.7566136210137,730.529869162631,24.647876687878643
18,7778660.780920674,558.9815418323413,755.650338312546,24.58719918224445
19,7778679.8555232175,515.5900345963056,780.1147433204972,24.439698864730495
20,7778685.522251313,484.25555070775766,805.9817617388198,24.24043623453285
21,7778737.598863219,420.80365061728367,818.2618141598736,23.335671992644073
22,7778676.950286576,437.85708740642406,861.2006553178774,23.991970701354674
23,7778050.408466629,877.3564257631452,1039.8499997125132,32.38510790596861
24,7777785.564997444,1035.2736847452593,1143.0187266754613,36.1425910947951
25,7777963.151557203,835.4121864120792,1166.8516997992851,34.58455657637265
26,7777719.195071381,974.942277178156,1267.792370212429,38.07028124371877
27,7777712.046218373,918.1784183399251,1331.2298790174996,38.54548426128219
28,7777706.635302429,870.3631873455419,1383.95647590538,39.04503431784097
29,7777105.354537091,1276.1972279344027,1572.1249490169437,46.32328594811785
30,7776399.781435614,1766.936808376481,1778.1949756781719,55.08678032059764
31,7775404.830898806,2483.850795020035,2043.806933762306,67.51137241243879
32,7774378.603795967,3185.613501302236,2355.107105377373,80.67559736679188
33,7774427.467264055,2945.2566928565634,2541.873750559364,85.40229252482621
34,7773452.732654325,3576.0771046219843,2872.127343658932,99.06289741272995
35,7773738.171499327,3091.4499241095486,3069.0150838656423,101.36349266987449
36,7772873.298030045,3604.266980084543,3409.4105686011253,113.02442126929166
37,7772010.503641301,4098.826329327371,3765.176389267668,125.4936401034746
38,7771345.59923112,4397.381241069345,4120.492261250742,136.52726654195695
39,7771110.674120255,4292.891951930573,4451.4957312419965,144.93819654295305
40,7770119.344209311,4831.486742168011,4889.775194921091,159.39385363131652
41,7768184.876568207,6128.586649113389,5504.37125182643,182.1655308549831
42,7766332.635660785,7315.474548114316,6144.656363441287,207.23342763829
43,7765033.711402266,7932.300262205099,6803.427239586711,230.5610959541324
44,7763286.231966571,8877.52603466072,7578.2984471226055,257.9435516678483
45,7761393.275990993,9874.73072931559,8443.676432895974,288.316846773496
46,7760308.7744915085,10104.194206834174,9274.157810042241,312.87349161268946
47,7759097.680945599,10382.65121888133,10180.70829130549,338.95954420114646
48,7755059.7000837345,13132.846487351455,11421.766967470494,385.6864614413745
