,date,state,previous_day_admission_influenza_confirmed
30348,2020-03-28,DC,
28878,2020-03-29,DC,
32068,2020-03-30,DC,
25767,2020-03-31,DC,
29880,2020-04-01,DC,
33922,2020-04-02,DC,
25185,2020-04-03,DC,
32705,2020-04-04,DC,
23464,2020-04-05,DC,
27590,2020-04-06,DC,
28476,2020-04-07,DC,
33369,2020-04-08,DC,
32553,2020-04-09,DC,
25574,2020-04-10,DC,
25297,2020-04-11,DC,
29716,2020-04-12,DC,
31083,2020-04-13,DC,
25332,2020-04-14,DC,
26370,2020-04-15,DC,
27594,2020-04-16,DC,
26746,2020-04-17,DC,
26920,2020-04-18,DC,
27493,2020-04-19,DC,
25994,2020-04-20,DC,
31298,2020-04-21,DC,
23596,2020-04-22,DC,
16552,2020-04-23,DC,
20358,2020-04-24,DC,
17611,2020-04-25,DC,
20264,2020-04-26,DC,
20250,2020-04-27,DC,
19647,2020-04-28,DC,
15994,2020-04-29,DC,
18158,2020-04-30,DC,
19838,2020-05-01,DC,
14936,2020-05-02,DC,
14229,2020-05-03,DC,
16547,2020-05-04,DC,
22870,2020-05-05,DC,
20177,2020-05-06,DC,
16337,2020-05-07,DC,
21927,2020-05-08,DC,
16319,2020-05-09,DC,
16041,2020-05-10,DC,
14006,2020-05-11,DC,
15796,2020-05-12,DC,
21173,2020-05-13,DC,
20778,2020-05-14,DC,
20680,2020-05-15,DC,
14670,2020-05-16,DC,
20978,2020-05-17,DC,
21106,2020-05-18,DC,
23243,2020-05-19,DC,
15488,2020-05-20,DC,
14685,2020-05-21,DC,
21416,2020-05-22,DC,
15198,2020-05-23,DC,
23046,2020-05-24,DC,
14865,2020-05-25,DC,
14779,2020-05-26,DC,
14162,2020-05-27,DC,
21047,2020-05-28,DC,
21401,2020-05-29,DC,
13860,2020-05-30,DC,
20059,2020-05-31,DC,
21909,2020-06-01,DC,
13614,2020-06-02,DC,
18276,2020-06-03,DC,
22824,2020-06-04,DC,
22328,2020-06-05,DC,
15744,2020-06-06,DC,
20905,2020-06-07,DC,
20578,2020-06-08,DC,
20857,2020-06-09,DC,
20397,2020-06-10,DC,
13657,2020-06-11,DC,
19803,2020-06-12,DC,
20949,2020-06-13,DC,
19470,2020-06-14,DC,
15757,2020-06-15,DC,
15144,2020-06-16,DC,
17049,2020-06-17,DC,
18540,2020-06-18,DC,
21209,2020-06-19,DC,
15553,2020-06-20,DC,
23235,2020-06-21,DC,
20373,2020-06-22,DC,
16158,2020-06-23,DC,
17133,2020-06-24,DC,
18634,2020-06-25,DC,
19779,2020-06-26,DC,
18069,2020-06-27,DC,
20639,2020-06-28,DC,
14840,2020-06-29,DC,
16583,2020-06-30,DC,
17341,2020-07-01,DC,
15875,2020-07-02,DC,
18143,2020-07-03,DC,
22634,2020-07-04,DC,
21293,2020-07-05,DC,
18104,2020-07-06,DC,
13854,2020-07-07,DC,
16921,2020-07-08,DC,
14915,2020-07-09,DC,
17926,2020-07-10,DC,
15661,2020-07-11,DC,
17530,2020-07-12,DC,
14096,2020-07-13,DC,
21168,2020-07-14,DC,
20251,2020-07-15,DC,
22175,2020-07-16,DC,
13898,2020-07-17,DC,
15451,2020-07-18,DC,
18349,2020-07-19,DC,
14463,2020-07-20,DC,
14735,2020-07-21,DC,
22828,2020-07-22,DC,
23083,2020-07-23,DC,
14697,2020-07-24,DC,
15032,2020-07-25,DC,
14459,2020-07-26,DC,
20416,2020-07-27,DC,
19719,2020-07-28,DC,
22513,2020-07-29,DC,
20154,2020-07-30,DC,
21819,2020-07-31,DC,
22092,2020-08-01,DC,
17038,2020-08-02,DC,
15205,2020-08-03,DC,
23103,2020-08-04,DC,
18340,2020-08-05,DC,
19913,2020-08-06,DC,
19197,2020-08-07,DC,
22966,2020-08-08,DC,
19780,2020-08-09,DC,
22809,2020-08-10,DC,
19132,2020-08-11,DC,
16686,2020-08-12,DC,
14574,2020-08-13,DC,
18204,2020-08-14,DC,
18600,2020-08-15,DC,
21459,2020-08-16,DC,
13678,2020-08-17,DC,
22585,2020-08-18,DC,
16215,2020-08-19,DC,
16706,2020-08-20,DC,
18638,2020-08-21,DC,
21435,2020-08-22,DC,
17517,2020-08-23,DC,
18725,2020-08-24,DC,
13425,2020-08-25,DC,
16836,2020-08-26,DC,
22346,2020-08-27,DC,
14551,2020-08-28,DC,
17514,2020-08-29,DC,
15874,2020-08-30,DC,
14576,2020-08-31,DC,
20551,2020-09-01,DC,
17183,2020-09-02,DC,
14470,2020-09-03,DC,
18036,2020-09-04,DC,
17472,2020-09-05,DC,
17026,2020-09-06,DC,
14762,2020-09-07,DC,
16865,2020-09-08,DC,
15610,2020-09-09,DC,
15705,2020-09-10,DC,
15041,2020-09-11,DC,
13488,2020-09-12,DC,
13487,2020-09-13,DC,
22027,2020-09-14,DC,
23007,2020-09-15,DC,
16985,2020-09-16,DC,
21318,2020-09-17,DC,
21876,2020-09-18,DC,
13376,2020-09-19,DC,
20774,2020-09-20,DC,
22009,2020-09-21,DC,
13554,2020-09-22,DC,
18759,2020-09-23,DC,
21291,2020-09-24,DC,
17234,2020-09-25,DC,
20735,2020-09-26,DC,
21235,2020-09-27,DC,
15215,2020-09-28,DC,
20733,2020-09-29,DC,
15561,2020-09-30,DC,
22531,2020-10-01,DC,
20007,2020-10-02,DC,
23015,2020-10-03,DC,
22371,2020-10-04,DC,
22666,2020-10-05,DC,
19943,2020-10-06,DC,
17307,2020-10-07,DC,
19775,2020-10-08,DC,
20176,2020-10-09,DC,
19041,2020-10-10,DC,
19462,2020-10-11,DC,
19199,2020-10-12,DC,
17336,2020-10-13,DC,
18971,2020-10-14,DC,
21659,2020-10-15,DC,
15832,2020-10-16,DC,
16423,2020-10-17,DC,
18601,2020-10-18,DC,
16702,2020-10-19,DC,0.0
18726,2020-10-20,DC,0.0
18544,2020-10-21,DC,0.0
17747,2020-10-22,DC,0.0
15743,2020-10-23,DC,0.0
22958,2020-10-24,DC,0.0
15890,2020-10-25,DC,0.0
18106,2020-10-26,DC,1.0
20332,2020-10-27,DC,0.0
14274,2020-10-28,DC,0.0
11782,2020-10-29,DC,0.0
4529,2020-10-30,DC,0.0
13255,2020-10-31,DC,0.0
2239,2020-11-01,DC,0.0
7211,2020-11-02,DC,0.0
6257,2020-11-03,DC,1.0
10323,2020-11-04,DC,0.0
