,Unnamed: 0,previous_day_admission_influenza_confirmed
1258,76886,0.0
1259,80200,0.0
1260,79559,0.0
1261,78931,0.0
1262,76677,0.0
1263,74382,0.0
1264,75839,0.0
1265,77286,0.0
1266,78831,0.0
1267,76670,0.0
1268,80868,0.0
1269,80514,0.0
1270,79961,0.0
1271,79628,2.0
1272,75286,0.0
1273,75089,0.0
1274,74687,0.0
1275,77384,0.0
1276,76917,0.0
1277,76391,0.0
1278,79450,0.0
1279,79089,0.0
1280,78394,0.0
1281,75974,0.0
1282,81070,0.0
1283,75133,0.0
1284,62784,0.0
1285,68531,1.0
1286,61065,2.0
1287,72138,0.0
1288,67095,0.0
1289,61253,0.0
1290,67327,0.0
1291,64011,0.0
1292,74062,0.0
1293,62729,1.0
1294,60737,1.0
1295,68616,0.0
1296,72929,0.0
1297,68300,1.0
1298,64537,1.0
1299,67767,0.0
1300,64679,0.0
1301,60630,1.0
1302,64586,1.0
1303,61923,0.0
1304,67643,0.0
1305,67019,1.0
1306,70895,1.0
1307,64515,0.0
1308,62032,0.0
1309,67833,0.0
1310,65338,0.0
1311,71597,0.0
1312,63589,1.0
1313,61179,0.0
1314,67736,0.0
1315,72075,0.0
1316,68368,0.0
1317,70644,1.0
1318,67016,1.0
1319,67298,1.0
1320,60896,0.0
1321,62457,1.0
1322,73339,0.0
1323,67484,1.0
1324,65731,0.0
1325,63781,0.0
1326,70673,0.0
1327,60921,0.0
1328,67470,2.0
1329,62761,0.0
1330,62501,1.0
1331,63001,2.0
1332,61039,0.0
1333,66947,2.0
1334,63528,0.0
1335,68876,0.0
1336,68516,0.0
1337,61413,2.0
1338,65994,0.0
0
1387,74147,27.0
1,66492,12.0
