,Unnamed: 0,previous_day_admission_influenza_confirmed
1277,78832,4.0
1278,79353,7.0
1279,80578,7.0
1280,81281,5.0
1281,75812,5.0
1282,80792,2.0
1283,74878,5.0
1284,81319,5.0
1285,77212,7.0
1286,80740,9.0
1287,80176,10.0
1288,76013,5.0
1289,79256,4.0
1290,75084,9.0
1291,77554,6.0
1292,77255,12.0
1293,80429,6.0
1294,80265,6.0
1295,79601,4.0
1296,70146,7.0
1297,67511,8.0
1298,60686,5.0
1299,66216,9.0
1300,62078,12.0
1301,73827,5.0
1302,60773,8.0
1303,73765,6.0
1304,69070,11.0
1305,71023,13.0
1306,68765,11.0
1307,60643,4.0
1308,67826,7.0
1309,64187,7.0
1310,71442,1.0
1311,67584,5.0
1312,66629,3.0
1313,64234,5.0
1314,70695,6.0
1315,69698,14.0
1316,74010,0.0
1317,61921,6.0
1318,69265,9.0
1319,61676,7.0
1320,66468,6.0
1321,61830,8.0
1322,71642,6.0
1323,68153,2.0
1324,70528,5.0
1325,67910,4.0
1326,63123,4.0
1327,72584,5.0
1328,69852,15.0
1329,63064,8.0
1330,68367,9.0
1331,61773,2.0
1332,63169,8.0
1333,70786,5.0
1334,70591,10.0
1335,67621,7.0
1336,72906,9.0
1337,70174,3.0
1338,61979,5.0
1339,61873,6.0
1340,67154,5.0
1341,72463,8.0
1342,67779,7.0
1343,70576,5.0
1344,69120,4.0
1345,62765,7.0
1346,71785,17.0
1347,70717,17.0
1348,63968,9.0
1349,67467,18.0
1350,62589,10.0
1351,62374,7.0
1352,64023,12.0
1353,70196,8.0
1354,70284,12.0
1355,73349,19.0
1356,71380,20.0
1357,61173,11.0
376,188.0
1398,63752,193.0
1399,74202,140.0
0
1413,72578,77.0
1731,36.0
70.0
