,date,state,previous_day_admission_influenza_confirmed
29824,2020-03-01,WI,
30299,2020-03-02,WI,
31954,2020-03-03,WI,
31374,2020-03-04,WI,
24796,2020-03-05,WI,
30765,2020-03-06,WI,
30261,2020-03-07,WI,
172,2020-03-08,WI,
23609,2020-03-09,WI,
34033,2020-03-10,WI,
33336,2020-03-11,WI,
27883,2020-03-12,WI,
24405,2020-03-13,WI,
28173,2020-03-14,WI,
34467,2020-03-15,WI,
32137,2020-03-16,WI,
25305,2020-03-17,WI,
31794,2020-03-18,WI,
29136,2020-03-19,WI,
31886,2020-03-20,WI,
23950,2020-03-21,WI,
31432,2020-03-22,WI,
29952,2020-03-23,WI,
32967,2020-03-24,WI,
33377,2020-03-25,WI,
25426,2020-03-26,WI,
25558,2020-03-27,WI,
34456,2020-03-28,WI,
23498,2020-03-29,WI,
27994,2020-03-30,WI,
23663,2020-03-31,WI,
27015,2020-04-01,WI,
29544,2020-04-02,WI,
24681,2020-04-03,WI,
31276,2020-04-04,WI,
31841,2020-04-05,WI,
33216,2020-04-06,WI,
26865,2020-04-07,WI,
31004,2020-04-08,WI,
27245,2020-04-09,WI,
28977,2020-04-10,WI,
30587,2020-04-11,WI,
27042,2020-04-12,WI,
28643,2020-04-13,WI,
30130,2020-04-14,WI,
26709,2020-04-15,WI,
28323,2020-04-16,WI,
30011,2020-04-17,WI,
26042,2020-04-18,WI,
27949,2020-04-19,WI,
29728,2020-04-20,WI,
25612,2020-04-21,WI,
27475,2020-04-22,WI,
23544,2020-04-23,WI,
18379,2020-04-24,WI,
20054,2020-04-25,WI,
19178,2020-04-26,WI,
15274,2020-04-27,WI,
23078,2020-04-28,WI,
13463,2020-04-29,WI,
20068,2020-04-30,WI,
14202,2020-05-01,WI,
13798,2020-05-02,WI,
23261,2020-05-03,WI,
22352,2020-05-04,WI,
20699,2020-05-05,WI,
14674,2020-05-06,WI,
18817,2020-05-07,WI,
23199,2020-05-08,WI,
17490,2020-05-09,WI,
14392,2020-05-10,WI,
16672,2020-05-11,WI,
19155,2020-05-12,WI,
17759,2020-05-13,WI,
20013,2020-05-14,WI,
13625,2020-05-15,WI,
21116,2020-05-16,WI,
