,date,state,previous_day_admission_influenza_confirmed
24238,2020-03-01,MD,
29633,2020-03-02,MD,
32736,2020-03-03,MD,
34004,2020-03-04,MD,
27929,2020-03-05,MD,
25821,2020-03-06,MD,
27226,2020-03-07,MD,
32566,2020-03-08,MD,
24567,2020-03-09,MD,
25936,2020-03-10,MD,
30741,2020-03-11,MD,
33961,2020-03-12,MD,
25255,2020-03-13,MD,
31782,2020-03-14,MD,
27233,2020-03-15,MD,
25072,2020-03-16,MD,
34563,2020-03-17,MD,
24604,2020-03-18,MD,
33521,2020-03-19,MD,
31563,2020-03-20,MD,
26673,2020-03-21,MD,
34344,2020-03-22,MD,
24942,2020-03-23,MD,
34095,2020-03-24,MD,
31810,2020-03-25,MD,
26272,2020-03-26,MD,
29140,2020-03-27,MD,
26352,2020-03-28,MD,
28559,2020-03-29,MD,
27265,2020-03-30,MD,
27722,2020-03-31,MD,
31875,2020-04-01,MD,
24015,2020-04-02,MD,
28616,2020-04-03,MD,
27183,2020-04-04,MD,
30821,2020-04-05,MD,
25140,2020-04-06,MD,
33523,2020-04-07,MD,
28531,2020-04-08,MD,
31272,2020-04-09,MD,
26896,2020-04-10,MD,
25177,2020-04-11,MD,
31176,2020-04-12,MD,
24140,2020-04-13,MD,
33386,2020-04-14,MD,
25866,2020-04-15,MD,
33733,2020-04-16,MD,
24501,2020-04-17,MD,
26179,2020-04-18,MD,
31670,2020-04-19,MD,
28203,2020-04-20,MD,
29977,2020-04-21,MD,
32960,2020-04-22,MD,
19125,2020-04-23,MD,
21222,2020-04-24,MD,
17725,2020-04-25,MD,
15292,2020-04-26,MD,
20732,2020-04-27,MD,
13430,2020-04-28,MD,
21777,2020-04-29,MD,
13400,2020-04-30,MD,
19886,2020-05-01,MD,
21998,2020-05-02,MD,
22878,2020-05-03,MD,
17779,2020-05-04,MD,
164,2020-05-05,MD,
15190,2020-05-06,MD,
16476,2020-05-07,MD,
18847,2020-05-08,MD,
17760,2020-05-09,MD,
19066,2020-05-10,MD,
20557,2020-05-11,MD,
17388,2020-05-12,MD,
15930,2020-05-13,MD,
18122,2020-05-14,MD,
19552,2020-05-15,MD,
16953,2020-05-16,MD,
14033,2020-05-17,MD,
16641,2020-05-18,MD,
18023,2020-05-19,MD,
19601,2020-05-20,MD,
16520,2020-05-21,MD,
17743,2020-05-22,MD,
16945,2020-05-23,MD,
18822,2020-05-24,MD,
20061,2020-05-25,MD,
16425,2020-05-26,MD,
18254,2020-05-27,MD,
17990,2020-05-28,MD,
20467,2020-05-29,MD,
16371,2020-05-30,MD,
13596,2020-05-31,MD,
15738,2020-06-01,MD,
15392,2020-06-02,MD,
17137,2020-06-03,MD,
13900,2020-06-04,MD,
22764,2020-06-05,MD,
17795,2020-06-06,MD,
22100,2020-06-07,MD,
15354,2020-06-08,MD,
14622,2020-06-09,MD,
20242,2020-06-10,MD,
14112,2020-06-11,MD,
15225,2020-06-12,MD,
21125,2020-06-13,MD,
22848,2020-06-14,MD,
22272,2020-06-15,MD,
21871,2020-06-16,MD,
15239,2020-06-17,MD,
15654,2020-06-18,MD,
20143,2020-06-19,MD,
20285,2020-06-20,MD,
14512,2020-06-21,MD,
23177,2020-06-22,MD,
22127,2020-06-23,MD,
23063,2020-06-24,MD,
14125,2020-06-25,MD,
22348,2020-06-26,MD,
19569,2020-06-27,MD,
21866,2020-06-28,MD,
18300,2020-06-29,MD,
20801,2020-06-30,MD,
20194,2020-07-01,MD,
22582,2020-07-02,MD,
17232,2020-07-03,MD,
18081,2020-07-04,MD,
22265,2020-07-05,MD,
17399,2020-07-06,MD,
19458,2020-07-07,MD,
20167,2020-07-08,MD,
14344,2020-07-09,MD,
19443,2020-07-10,MD,
21105,2020-07-11,MD,
16513,2020-07-12,MD,
14753,2020-07-13,MD,
16788,2020-07-14,MD,
17160,2020-07-15,MD,
18603,2020-07-16,MD,
20267,2020-07-17,MD,
14771,2020-07-18,MD,
21773,2020-07-19,MD,
14817,2020-07-20,MD,
16378,2020-07-21,MD,
17911,2020-07-22,MD,
21956,2020-07-23,MD,
18902,2020-07-24,MD,
17752,2020-07-25,MD,
13928,2020-07-26,MD,
14740,2020-07-27,MD,
13586,2020-07-28,MD,
16157,2020-07-29,MD,
15584,2020-07-30,MD,
17125,2020-07-31,MD,
22192,2020-08-01,MD,
21528,2020-08-02,MD,
18051,2020-08-03,MD,
13312,2020-08-04,MD,
15014,2020-08-05,MD,
15203,2020-08-06,MD,
19230,2020-08-07,MD,
14526,2020-08-08,MD,
16348,2020-08-09,MD,
22690,2020-08-10,MD,
23180,2020-08-11,MD,
19914,2020-08-12,MD,
22441,2020-08-13,MD,
14375,2020-08-14,MD,
19398,2020-08-15,MD,
23026,2020-08-16,MD,
18054,2020-08-17,MD,
20537,2020-08-18,MD,
22521,2020-08-19,MD,
15502,2020-08-20,MD,
20366,2020-08-21,MD,
15664,2020-08-22,MD,
23204,2020-08-23,MD,
19135,2020-08-24,MD,
21287,2020-08-25,MD,
22885,2020-08-26,MD,
22941,2020-08-27,MD,
21090,2020-08-28,MD,
21626,2020-08-29,MD,
19156,2020-08-30,MD,
20380,2020-08-31,MD,
22877,2020-09-01,MD,
18575,2020-09-02,MD,
18301,2020-09-03,MD,
21960,2020-09-04,MD,
22860,2020-09-05,MD,
21588,2020-09-06,MD,
16365,2020-09-07,MD,
