,date,state,previous_day_admission_influenza_confirmed
34140,2020-03-01,ND,
26935,2020-03-02,ND,
31323,2020-03-03,ND,
29758,2020-03-04,ND,
32556,2020-03-05,ND,
30404,2020-03-06,ND,
28818,2020-03-07,ND,
24879,2020-03-08,ND,
27073,2020-03-09,ND,
31786,2020-03-10,ND,
23382,2020-03-11,ND,
32634,2020-03-12,ND,
26762,2020-03-13,ND,
24233,2020-03-14,ND,
34454,2020-03-15,ND,
26529,2020-03-16,ND,
27416,2020-03-17,ND,
25487,2020-03-18,ND,
29610,2020-03-19,ND,
27482,2020-03-20,ND,
32748,2020-03-21,ND,
32847,2020-03-22,ND,
32139,2020-03-23,ND,
27461,2020-03-24,ND,
27607,2020-03-25,ND,
27868,2020-03-26,ND,
27591,2020-03-27,ND,
33960,2020-03-28,ND,
33127,2020-03-29,ND,
26041,2020-03-30,ND,
23356,2020-03-31,ND,
27477,2020-04-01,ND,
28433,2020-04-02,ND,
30908,2020-04-03,ND,
34248,2020-04-04,ND,
24319,2020-04-05,ND,
23922,2020-04-06,ND,
29252,2020-04-07,ND,
28662,2020-04-08,ND,
33932,2020-04-09,ND,
33118,2020-04-10,ND,
23949,2020-04-11,ND,
26672,2020-04-12,ND,
27908,2020-04-13,ND,
30650,2020-04-14,ND,
29107,2020-04-15,ND,
26632,2020-04-16,ND,
28979,2020-04-17,ND,
25997,2020-04-18,ND,
33562,2020-04-19,ND,
26759,2020-04-20,ND,
25679,2020-04-21,ND,
31925,2020-04-22,ND,
20460,2020-04-23,ND,
18217,2020-04-24,ND,
19773,2020-04-25,ND,
16612,2020-04-26,ND,
16614,2020-04-27,ND,
19830,2020-04-28,ND,
18087,2020-04-29,ND,
20076,2020-04-30,ND,
16975,2020-05-01,ND,
20613,2020-05-02,ND,
15008,2020-05-03,ND,
16860,2020-05-04,ND,
16519,2020-05-05,ND,
21750,2020-05-06,ND,
18584,2020-05-07,ND,
20118,2020-05-08,ND,
21690,2020-05-09,ND,
16236,2020-05-10,ND,
16800,2020-05-11,ND,
13607,2020-05-12,ND,
14549,2020-05-13,ND,
21091,2020-05-14,ND,
21057,2020-05-15,ND,
20600,2020-05-16,ND,
13542,2020-05-17,ND,
22994,2020-05-18,ND,
21823,2020-05-19,ND,
23151,2020-05-20,ND,
14957,2020-05-21,ND,
14045,2020-05-22,ND,
22803,2020-05-23,ND,
14963,2020-05-24,ND,
20840,2020-05-25,ND,
14805,2020-05-26,ND,
14581,2020-05-27,ND,
21729,2020-05-28,ND,
21706,2020-05-29,ND,
22654,2020-05-30,ND,
17382,2020-05-31,ND,
19680,2020-06-01,ND,
18980,2020-06-02,ND,
13380,2020-06-03,ND,
20280,2020-06-04,ND,
14173,2020-06-05,ND,
13980,2020-06-06,ND,
15831,2020-06-07,ND,
21298,2020-06-08,ND,
18754,2020-06-09,ND,
21439,2020-06-10,ND,
