,date,state,previous_day_admission_influenza_confirmed
31998,2020-02-24,OR,
31842,2020-02-25,OR,
32792,2020-02-26,OR,
28036,2020-02-27,OR,
28159,2020-02-28,OR,
24416,2020-02-29,OR,
26250,2020-03-01,OR,
30530,2020-03-02,OR,
24408,2020-03-03,OR,
25776,2020-03-04,OR,
23559,2020-03-05,OR,
23360,2020-03-06,OR,
25541,2020-03-07,OR,
33899,2020-03-08,OR,
32588,2020-03-09,OR,
29830,2020-03-10,OR,
27289,2020-03-11,OR,
23634,2020-03-12,OR,
27867,2020-03-13,OR,
27959,2020-03-14,OR,
30466,2020-03-15,OR,
33326,2020-03-16,OR,
25608,2020-03-17,OR,
27036,2020-03-18,OR,
25271,2020-03-19,OR,
28739,2020-03-20,OR,
25589,2020-03-21,OR,
31656,2020-03-22,OR,
33536,2020-03-23,OR,
28893,2020-03-24,OR,
23300,2020-03-25,OR,
23386,2020-03-26,OR,
23706,2020-03-27,OR,
26609,2020-03-28,OR,
33564,2020-03-29,OR,
28751,2020-03-30,OR,
26324,2020-03-31,OR,
25116,2020-04-01,OR,
24352,2020-04-02,OR,
30032,2020-04-03,OR,
32295,2020-04-04,OR,
31124,2020-04-05,OR,
31399,2020-04-06,OR,
33471,2020-04-07,OR,
24457,2020-04-08,OR,
26779,2020-04-09,OR,
34624,2020-04-10,OR,
25564,2020-04-11,OR,
24730,2020-04-12,OR,
32726,2020-04-13,OR,
34042,2020-04-14,OR,
24606,2020-04-15,OR,
33774,2020-04-16,OR,
33672,2020-04-17,OR,
26880,2020-04-18,OR,
31613,2020-04-19,OR,
33483,2020-04-20,OR,
25175,2020-04-21,OR,
26143,2020-04-22,OR,
22367,2020-04-23,OR,
20955,2020-04-24,OR,
20951,2020-04-25,OR,
14781,2020-04-26,OR,
21645,2020-04-27,OR,
19014,2020-04-28,OR,
21738,2020-04-29,OR,
21227,2020-04-30,OR,
14835,2020-05-01,OR,
21895,2020-05-02,OR,
18650,2020-05-03,OR,
21075,2020-05-04,OR,
13852,2020-05-05,OR,
15615,2020-05-06,OR,
19639,2020-05-07,OR,
13582,2020-05-08,OR,
22963,2020-05-09,OR,
13879,2020-05-10,OR,
20648,2020-05-11,OR,
21569,2020-05-12,OR,
13432,2020-05-13,OR,
17793,2020-05-14,OR,
15065,2020-05-15,OR,
15511,2020-05-16,OR,
17443,2020-05-17,OR,
18398,2020-05-18,OR,
17405,2020-05-19,OR,
19234,2020-05-20,OR,
21002,2020-05-21,OR,
17225,2020-05-22,OR,
16730,2020-05-23,OR,
17822,2020-05-24,OR,
19506,2020-05-25,OR,
16608,2020-05-26,OR,
17952,2020-05-27,OR,
16532,2020-05-28,OR,
20383,2020-05-29,OR,
21433,2020-05-30,OR,
14742,2020-05-31,OR,
15206,2020-06-01,OR,
19795,2020-06-02,OR,
17875,2020-06-03,OR,
18979,2020-06-04,OR,
16142,2020-06-05,OR,
18461,2020-06-06,OR,
17392,2020-06-07,OR,
19558,2020-06-08,OR,
16528,2020-06-09,OR,
15143,2020-06-10,OR,
16048,2020-06-11,OR,
14474,2020-06-12,OR,
17633,2020-06-13,OR,
22503,2020-06-14,OR,
22696,2020-06-15,OR,
17643,2020-06-16,OR,
22225,2020-06-17,OR,
14136,2020-06-18,OR,
15322,2020-06-19,OR,
20036,2020-06-20,OR,
14251,2020-06-21,OR,
15771,2020-06-22,OR,
20862,2020-06-23,OR,
22671,2020-06-24,OR,
22736,2020-06-25,OR,
22430,2020-06-26,OR,
15419,2020-06-27,OR,
14562,2020-06-28,OR,
19812,2020-06-29,OR,
16393,2020-06-30,OR,
14882,2020-07-01,OR,
22062,2020-07-02,OR,
22576,2020-07-03,OR,
21088,2020-07-04,OR,
13335,2020-07-05,OR,
22395,2020-07-06,OR,
18856,2020-07-07,OR,
20135,2020-07-08,OR,
20478,2020-07-09,OR,
20813,2020-07-10,OR,
19727,2020-07-11,OR,
22123,2020-07-12,OR,
17169,2020-07-13,OR,
16475,2020-07-14,OR,
22724,2020-07-15,OR,
19235,2020-07-16,OR,
19122,2020-07-17,OR,
20316,2020-07-18,OR,
13911,2020-07-19,OR,
19598,2020-07-20,OR,
20749,2020-07-21,OR,
16181,2020-07-22,OR,
17222,2020-07-23,OR,
14701,2020-07-24,OR,
17131,2020-07-25,OR,
19078,2020-07-26,OR,
20687,2020-07-27,OR,
14435,2020-07-28,OR,
22391,2020-07-29,OR,
15469,2020-07-30,OR,
16852,2020-07-31,OR,
17313,2020-08-01,OR,
21556,2020-08-02,OR,
20427,2020-08-03,OR,
18179,2020-08-04,OR,
14519,2020-08-05,OR,
15012,2020-08-06,OR,
13961,2020-08-07,OR,
18225,2020-08-08,OR,
15992,2020-08-09,OR,
17610,2020-08-10,OR,
22813,2020-08-11,OR,
21796,2020-08-12,OR,
15989,2020-08-13,OR,
14215,2020-08-14,OR,
14254,2020-08-15,OR,
16968,2020-08-16,OR,
18167,2020-08-17,OR,
14986,2020-08-18,OR,
16721,2020-08-19,OR,
21456,2020-08-20,OR,
15565,2020-08-21,OR,
20708,2020-08-22,OR,
22706,2020-08-23,OR,
14811,2020-08-24,OR,
22202,2020-08-25,OR,
22710,2020-08-26,OR,
18050,2020-08-27,OR,
20529,2020-08-28,OR,
21670,2020-08-29,OR,
15155,2020-08-30,OR,
20040,2020-08-31,OR,
15356,2020-09-01,OR,
13735,2020-09-02,OR,
18969,2020-09-03,OR,
21695,2020-09-04,OR,
23028,2020-09-05,OR,
21256,2020-09-06,OR,
21409,2020-09-07,OR,
20989,2020-09-08,OR,
19083,2020-09-09,OR,
15118,2020-09-10,OR,
23025,2020-09-11,OR,
18853,2020-09-12,OR,
18756,2020-09-13,OR,
22497,2020-09-14,OR,
23178,2020-09-15,OR,
20208,2020-09-16,OR,
16690,2020-09-17,OR,
20324,2020-09-18,OR,
19665,2020-09-19,OR,
19645,2020-09-20,OR,
18056,2020-09-21,OR,
20647,2020-09-22,OR,
18121,2020-09-23,OR,
17560,2020-09-24,OR,
19338,2020-09-25,OR,
15997,2020-09-26,OR,
17595,2020-09-27,OR,
19910,2020-09-28,OR,
14894,2020-09-29,OR,
19449,2020-09-30,OR,
18566,2020-10-01,OR,
15179,2020-10-02,OR,
17009,2020-10-03,OR,
19448,2020-10-04,OR,
16622,2020-10-05,OR,
16311,2020-10-06,OR,
17918,2020-10-07,OR,
14755,2020-10-08,OR,
16565,2020-10-09,OR,
17881,2020-10-10,OR,
14312,2020-10-11,OR,
15784,2020-10-12,OR,
22254,2020-10-13,OR,
14086,2020-10-14,OR,
15903,2020-10-15,OR,
23237,2020-10-16,OR,
13831,2020-10-17,OR,0.0
15406,2020-10-18,OR,0.0
21947,2020-10-19,OR,0.0
23217,2020-10-20,OR,0.0
15196,2020-10-21,OR,0.0
21584,2020-10-22,OR,0.0
23001,2020-10-23,OR,0.0
14914,2020-10-24,OR,0.0
21137,2020-10-25,OR,0.0
22873,2020-10-26,OR,0.0
14675,2020-10-27,OR,0.0
20954,2020-10-28,OR,0.0
22240,2020-10-29,OR,0.0
10909,2020-10-30,OR,0.0
2265,2020-10-31,OR,0.0
12382,2020-11-01,OR,0.0
3718,2020-11-02,OR,0.0
11370,2020-11-03,OR,1.0
4718,2020-11-04,OR,0.0
2931,2020-11-05,OR,0.0
12270,2020-11-06,OR,0.0
9440,2020-11-07,OR,0.0
11658,2020-11-08,OR,0.0
3209,2020-11-09,OR,0.0
9510,2020-11-10,OR,0.0
12277,2020-11-11,OR,0.0
3448,2020-11-12,OR,0.0
4624,2020-11-13,OR,0.0
2372,2020-11-14,OR,0.0
10935,2020-11-15,OR,0.0
5904,2020-11-16,OR,0.0
10854,2020-11-17,OR,0.0
10734,2020-11-18,OR,0.0
7584,2020-11-19,OR,0.0
10611,2020-11-20,OR,0.0
10274,2020-11-21,OR,0.0
4439,2020-11-22,OR,0.0
4692,2020-11-23,OR,2.0
1907,2020-11-24,OR,0.0
6012,2020-11-25,OR,0.0
4662,2020-11-26,OR,0.0
5520,2020-11-27,OR,0.0
4269,2020-11-28,OR,0.0
9618,2020-11-29,OR,0.0
6036,2020-11-30,OR,0.0
5583,2020-12-01,OR,0.0
5855,2020-12-02,OR,0.0
9931,2020-12-03,OR,0.0
8843,2020-12-04,OR,0.0
6084,2020-12-05,OR,0.0
11126,2020-12-06,OR,0.0
5064,2020-12-07,OR,0.0
8972,2020-12-08,OR,0.0
2933,2020-12-09,OR,0.0
5880,2020-12-10,OR,0.0
5635,2020-12-11,OR,0.0
10374,2020-12-12,OR,0.0
7236,2020-12-13,OR,0.0
4811,2020-12-14,OR,0.0
11334,2020-12-15,OR,0.0
9384,2020-12-16,OR,0.0
5048,2020-12-17,OR,0.0
4024,2020-12-18,OR,0.0
3096,2020-12-19,OR,0.0
11720,2020-12-20,OR,0.0
10554,2020-12-21,OR,0.0
11722,2020-12-22,OR,0.0
1946,2020-12-23,OR,0.0
12341,2020-12-24,OR,0.0
11691,2020-12-25,OR,0.0
10259,2020-12-26,OR,0.0
2679,2020-12-27,OR,2.0
1948,2020-12-28,OR,0.0
12924,2020-12-29,OR,0.0
11282,2020-12-30,OR,0.0
10731,2020-12-31,OR,0.0
3594,2021-01-01,OR,0.0
3313,2021-01-02,OR,0.0
12894,2021-01-03,OR,0.0
3262,2021-01-04,OR,0.0
10997,2021-01-05,OR,0.0
101,2021-01-06,OR,0.0
8637,2021-01-07,OR,0.0
11540,2021-01-08,OR,0.0
3205,2021-01-09,OR,0.0
5360,2021-01-10,OR,0.0
3853,2021-01-11,OR,0.0
2934,2021-01-12,OR,0.0
5273,2021-01-13,OR,0.0
11589,2021-01-14,OR,0.0
