,date,state,previous_day_admission_influenza_confirmed
25901,2020-01-01,MT,
31746,2020-01-02,MT,
30698,2020-01-03,MT,
30358,2020-01-04,MT,
28638,2020-01-05,MT,
24441,2020-01-06,MT,
31372,2020-01-07,MT,
26696,2020-01-08,MT,
33867,2020-01-09,MT,
26136,2020-01-10,MT,
23843,2020-01-11,MT,
23702,2020-01-12,MT,
24171,2020-01-13,MT,
28416,2020-01-14,MT,
32604,2020-01-15,MT,
33073,2020-01-16,MT,
26452,2020-01-17,MT,
34105,2020-01-18,MT,
29460,2020-01-19,MT,
24867,2020-01-20,MT,
27636,2020-01-21,MT,
32468,2020-01-22,MT,
31302,2020-01-23,MT,
32752,2020-01-24,MT,
34103,2020-01-25,MT,
30000,2020-01-26,MT,
31554,2020-01-27,MT,
23291,2020-01-28,MT,
28222,2020-01-29,MT,
26011,2020-01-30,MT,
33903,2020-01-31,MT,
33037,2020-02-01,MT,
25704,2020-02-02,MT,
33617,2020-02-03,MT,
29572,2020-02-04,MT,
28385,2020-02-05,MT,
33257,2020-02-06,MT,
28725,2020-02-07,MT,
33463,2020-02-08,MT,
27401,2020-02-09,MT,
31677,2020-02-10,MT,
25044,2020-02-11,MT,
24917,2020-02-12,MT,
26511,2020-02-13,MT,
30415,2020-02-14,MT,
34728,2020-02-15,MT,
26304,2020-02-16,MT,
14056,2020-02-17,MT,
32125,2020-02-18,MT,
30943,2020-02-19,MT,
28943,2020-02-20,MT,
23830,2020-02-21,MT,
32100,2020-02-22,MT,
29232,2020-02-23,MT,
25675,2020-02-24,MT,
30399,2020-02-25,MT,
28673,2020-02-26,MT,
24580,2020-02-27,MT,
34019,2020-02-28,MT,
24959,2020-02-29,MT,
27872,2020-03-01,MT,
32893,2020-03-02,MT,
23779,2020-03-03,MT,
27374,2020-03-04,MT,
27677,2020-03-05,MT,
33358,2020-03-06,MT,
32767,2020-03-07,MT,
32544,2020-03-08,MT,
27056,2020-03-09,MT,
31411,2020-03-10,MT,
28791,2020-03-11,MT,
30850,2020-03-12,MT,
32183,2020-03-13,MT,
33566,2020-03-14,MT,
27667,2020-03-15,MT,
31981,2020-03-16,MT,
32878,2020-03-17,MT,
30929,2020-03-18,MT,
31795,2020-03-19,MT,
32182,2020-03-20,MT,
27454,2020-03-21,MT,
28342,2020-03-22,MT,
30926,2020-03-23,MT,
31830,2020-03-24,MT,
33017,2020-03-25,MT,
33261,2020-03-26,MT,
33514,2020-03-27,MT,
30392,2020-03-28,MT,
27695,2020-03-29,MT,
32292,2020-03-30,MT,
