,date,state,previous_day_admission_influenza_confirmed
31025,2020-03-01,OH,
25780,2020-03-02,OH,
30552,2020-03-03,OH,
30538,2020-03-04,OH,
30457,2020-03-05,OH,
29452,2020-03-06,OH,
29941,2020-03-07,OH,
28612,2020-03-08,OH,
24940,2020-03-09,OH,
28825,2020-03-10,OH,
32000,2020-03-11,OH,
30504,2020-03-12,OH,
33241,2020-03-13,OH,
33283,2020-03-14,OH,
23599,2020-03-15,OH,
28718,2020-03-16,OH,
30310,2020-03-17,OH,
32474,2020-03-18,OH,
30002,2020-03-19,OH,
33397,2020-03-20,OH,
28802,2020-03-21,OH,
29524,2020-03-22,OH,
23426,2020-03-23,OH,
33506,2020-03-24,OH,
31572,2020-03-25,OH,
31654,2020-03-26,OH,
31933,2020-03-27,OH,
32078,2020-03-28,OH,
28009,2020-03-29,OH,
28035,2020-03-30,OH,
26430,2020-03-31,OH,
31144,2020-04-01,OH,
33996,2020-04-02,OH,
23992,2020-04-03,OH,
27578,2020-04-04,OH,
25647,2020-04-05,OH,
24487,2020-04-06,OH,
33454,2020-04-07,OH,
30622,2020-04-08,OH,
32130,2020-04-09,OH,
28584,2020-04-10,OH,
30303,2020-04-11,OH,
33041,2020-04-12,OH,
28027,2020-04-13,OH,
30461,2020-04-14,OH,
31527,2020-04-15,OH,
25259,2020-04-16,OH,
25427,2020-04-17,OH,
32334,2020-04-18,OH,
26905,2020-04-19,OH,
29506,2020-04-20,OH,
25782,2020-04-21,OH,
26655,2020-04-22,OH,
18604,2020-04-23,OH,
16104,2020-04-24,OH,
15500,2020-04-25,OH,
15409,2020-04-26,OH,
15729,2020-04-27,OH,
13738,2020-04-28,OH,
17788,2020-04-29,OH,
18479,2020-04-30,OH,
19559,2020-05-01,OH,
15250,2020-05-02,OH,
22743,2020-05-03,OH,
18119,2020-05-04,OH,
19790,2020-05-05,OH,
19742,2020-05-06,OH,
14260,2020-05-07,OH,
22039,2020-05-08,OH,
17050,2020-05-09,OH,
19824,2020-05-10,OH,
16606,2020-05-11,OH,
14316,2020-05-12,OH,
19390,2020-05-13,OH,
22436,2020-05-14,OH,
19027,2020-05-15,OH,
16957,2020-05-16,OH,
18324,2020-05-17,OH,
13716,2020-05-18,OH,
18771,2020-05-19,OH,
14465,2020-05-20,OH,
16227,2020-05-21,OH,
18761,2020-05-22,OH,
22681,2020-05-23,OH,
20677,2020-05-24,OH,
13445,2020-05-25,OH,
21358,2020-05-26,OH,
23233,2020-05-27,OH,
23101,2020-05-28,OH,
15004,2020-05-29,OH,
16660,2020-05-30,OH,
20141,2020-05-31,OH,
20417,2020-06-01,OH,
14531,2020-06-02,OH,
23105,2020-06-03,OH,
22535,2020-06-04,OH,
22814,2020-06-05,OH,
17543,2020-06-06,OH,
22041,2020-06-07,OH,
13631,2020-06-08,OH,
20562,2020-06-09,OH,
19921,2020-06-10,OH,
21721,2020-06-11,OH,
21642,2020-06-12,OH,
