,date,state,previous_day_admission_influenza_confirmed
34338,2020-03-27,NH,
33356,2020-03-28,NH,
27008,2020-03-29,NH,
32900,2020-03-30,NH,
28138,2020-03-31,NH,
32144,2020-04-01,NH,
34648,2020-04-02,NH,
23289,2020-04-03,NH,
28154,2020-04-04,NH,
30462,2020-04-05,NH,
30024,2020-04-06,NH,
33890,2020-04-07,NH,
34580,2020-04-08,NH,
30901,2020-04-09,NH,
27743,2020-04-10,NH,
25344,2020-04-11,NH,
30701,2020-04-12,NH,
33094,2020-04-13,NH,
28153,2020-04-14,NH,
24353,2020-04-15,NH,
32822,2020-04-16,NH,
28719,2020-04-17,NH,
29995,2020-04-18,NH,
26714,2020-04-19,NH,
32897,2020-04-20,NH,
29721,2020-04-21,NH,
26796,2020-04-22,NH,
15715,2020-04-23,NH,
22292,2020-04-24,NH,
15663,2020-04-25,NH,
22962,2020-04-26,NH,
16152,2020-04-27,NH,
15646,2020-04-28,NH,
22161,2020-04-29,NH,
16386,2020-04-30,NH,
22874,2020-05-01,NH,
14678,2020-05-02,NH,
20421,2020-05-03,NH,
22769,2020-05-04,NH,
21812,2020-05-05,NH,
15841,2020-05-06,NH,
14527,2020-05-07,NH,
21363,2020-05-08,NH,
18127,2020-05-09,NH,
14626,2020-05-10,NH,
16131,2020-05-11,NH,
20207,2020-05-12,NH,
21988,2020-05-13,NH,
16984,2020-05-14,NH,
20134,2020-05-15,NH,
16354,2020-05-16,NH,
20723,2020-05-17,NH,
16972,2020-05-18,NH,
16436,2020-05-19,NH,
20345,2020-05-20,NH,
16754,2020-05-21,NH,
18699,2020-05-22,NH,
17529,2020-05-23,NH,
16442,2020-05-24,NH,
17979,2020-05-25,NH,
19536,2020-05-26,NH,
18636,2020-05-27,NH,
17676,2020-05-28,NH,
14798,2020-05-29,NH,
16736,2020-05-30,NH,
18272,2020-05-31,NH,
16787,2020-06-01,NH,
15540,2020-06-02,NH,
14373,2020-06-03,NH,
14870,2020-06-04,NH,
16692,2020-06-05,NH,
13978,2020-06-06,NH,
21944,2020-06-07,NH,
16560,2020-06-08,NH,
22641,2020-06-09,NH,
17481,2020-06-10,NH,
16463,2020-06-11,NH,
19010,2020-06-12,NH,
14340,2020-06-13,NH,
15134,2020-06-14,NH,
14186,2020-06-15,NH,
21580,2020-06-16,NH,
21663,2020-06-17,NH,
21180,2020-06-18,NH,
13680,2020-06-19,NH,
16824,2020-06-20,NH,
20338,2020-06-21,NH,
19312,2020-06-22,NH,
13762,2020-06-23,NH,
21379,2020-06-24,NH,
13522,2020-06-25,NH,
17984,2020-06-26,NH,
21703,2020-06-27,NH,
21054,2020-06-28,NH,
18872,2020-06-29,NH,
21190,2020-06-30,NH,
18797,2020-07-01,NH,
19422,2020-07-02,NH,
20276,2020-07-03,NH,
20929,2020-07-04,NH,
17750,2020-07-05,NH,
16263,2020-07-06,NH,
15313,2020-07-07,NH,
18148,2020-07-08,NH,
20623,2020-07-09,NH,
20979,2020-07-10,NH,
13710,2020-07-11,NH,
23061,2020-07-12,NH,
20842,2020-07-13,NH,
17541,2020-07-14,NH,
