,date,state,previous_day_admission_influenza_confirmed
27168,2020-01-01,IN,
29405,2020-01-02,IN,
26619,2020-01-03,IN,
32898,2020-01-04,IN,
32014,2020-01-05,IN,
26322,2020-01-06,IN,
31725,2020-01-07,IN,
30754,2020-01-08,IN,
29370,2020-01-09,IN,
30932,2020-01-10,IN,
30014,2020-01-11,IN,
29118,2020-01-12,IN,
30678,2020-01-13,IN,
32333,2020-01-14,IN,
33273,2020-01-15,IN,
26223,2020-01-16,IN,
31846,2020-01-17,IN,
30070,2020-01-18,IN,
23354,2020-01-19,IN,
31417,2020-01-20,IN,
32306,2020-01-21,IN,
27749,2020-01-22,IN,
25826,2020-01-23,IN,
32758,2020-01-24,IN,
28076,2020-01-25,IN,
23916,2020-01-26,IN,
25370,2020-01-27,IN,
26971,2020-01-28,IN,
32841,2020-01-29,IN,
30043,2020-01-30,IN,
28592,2020-01-31,IN,
33974,2020-02-01,IN,
29896,2020-02-02,IN,
30584,2020-02-03,IN,
28326,2020-02-04,IN,
33801,2020-02-05,IN,
33558,2020-02-06,IN,
27470,2020-02-07,IN,
29309,2020-02-08,IN,
29598,2020-02-09,IN,
28267,2020-02-10,IN,
31659,2020-02-11,IN,
29786,2020-02-12,IN,
26917,2020-02-13,IN,
31361,2020-02-14,IN,
31020,2020-02-15,IN,
32624,2020-02-16,IN,
30713,2020-02-17,IN,
23740,2020-02-18,IN,
30193,2020-02-19,IN,
28077,2020-02-20,IN,
26095,2020-02-21,IN,
24340,2020-02-22,IN,
34470,2020-02-23,IN,
30589,2020-02-24,IN,
27492,2020-02-25,IN,
29015,2020-02-26,IN,
32147,2020-02-27,IN,
28174,2020-02-28,IN,
34311,2020-02-29,IN,
27779,2020-03-01,IN,
33321,2020-03-02,IN,
33413,2020-03-03,IN,
27857,2020-03-04,IN,
27118,2020-03-05,IN,
26613,2020-03-06,IN,
34022,2020-03-07,IN,
26086,2020-03-08,IN,
25099,2020-03-09,IN,
26654,2020-03-10,IN,
29936,2020-03-11,IN,
34564,2020-03-12,IN,
24469,2020-03-13,IN,
34149,2020-03-14,IN,
28141,2020-03-15,IN,
27003,2020-03-16,IN,
32514,2020-03-17,IN,
28184,2020-03-18,IN,
31495,2020-03-19,IN,
29446,2020-03-20,IN,
30933,2020-03-21,IN,
32300,2020-03-22,IN,
27176,2020-03-23,IN,
30605,2020-03-24,IN,
32802,2020-03-25,IN,
28386,2020-03-26,IN,
34110,2020-03-27,IN,
28365,2020-03-28,IN,
27131,2020-03-29,IN,
