,date,state,previous_day_admission_influenza_confirmed
26493,2020-01-01,NC,
30194,2020-01-02,NC,
23825,2020-01-03,NC,
32248,2020-01-04,NC,
25508,2020-01-05,NC,
26771,2020-01-06,NC,
27911,2020-01-07,NC,
29092,2020-01-08,NC,
30534,2020-01-09,NC,
29949,2020-01-10,NC,
31944,2020-01-11,NC,
28890,2020-01-12,NC,
32968,2020-01-13,NC,
31102,2020-01-14,NC,
31453,2020-01-15,NC,
26457,2020-01-16,NC,
29913,2020-01-17,NC,
31183,2020-01-18,NC,
32218,2020-01-19,NC,
32448,2020-01-20,NC,
31062,2020-01-21,NC,
30089,2020-01-22,NC,
34285,2020-01-23,NC,
30039,2020-01-24,NC,
32239,2020-01-25,NC,
27285,2020-01-26,NC,
34547,2020-01-27,NC,
32832,2020-01-28,NC,
24747,2020-01-29,NC,
26575,2020-01-30,NC,
33050,2020-01-31,NC,
23506,2020-02-01,NC,
23400,2020-02-02,NC,
27186,2020-02-03,NC,
31982,2020-02-04,NC,
25996,2020-02-05,NC,
24116,2020-02-06,NC,
24421,2020-02-07,NC,
31505,2020-02-08,NC,
30469,2020-02-09,NC,
31833,2020-02-10,NC,
27427,2020-02-11,NC,
33385,2020-02-12,NC,
29229,2020-02-13,NC,
28816,2020-02-14,NC,
31562,2020-02-15,NC,
30407,2020-02-16,NC,
29868,2020-02-17,NC,
24221,2020-02-18,NC,
34610,2020-02-19,NC,
24714,2020-02-20,NC,
32679,2020-02-21,NC,
24252,2020-02-22,NC,
31575,2020-02-23,NC,
28810,2020-02-24,NC,
32056,2020-02-25,NC,
25902,2020-02-26,NC,
33382,2020-02-27,NC,
31064,2020-02-28,NC,
29195,2020-02-29,NC,
24990,2020-03-01,NC,
24413,2020-03-02,NC,
26795,2020-03-03,NC,
24323,2020-03-04,NC,
25455,2020-03-05,NC,
30686,2020-03-06,NC,
30414,2020-03-07,NC,
24377,2020-03-08,NC,
30124,2020-03-09,NC,
28705,2020-03-10,NC,
27865,2020-03-11,NC,
33817,2020-03-12,NC,
23389,2020-03-13,NC,
31626,2020-03-14,NC,
26005,2020-03-15,NC,
23489,2020-03-16,NC,
23628,2020-03-17,NC,
27837,2020-03-18,NC,
28754,2020-03-19,NC,
23318,2020-03-20,NC,
33576,2020-03-21,NC,
24312,2020-03-22,NC,
27814,2020-03-23,NC,
28066,2020-03-24,NC,
25320,2020-03-25,NC,
30604,2020-03-26,NC,
30527,2020-03-27,NC,
24667,2020-03-28,NC,
30422,2020-03-29,NC,
28445,2020-03-30,NC,
32589,2020-03-31,NC,
24067,2020-04-01,NC,
31813,2020-04-02,NC,
33863,2020-04-03,NC,
25751,2020-04-04,NC,
33139,2020-04-05,NC,
25841,2020-04-06,NC,
26568,2020-04-07,NC,
29183,2020-04-08,NC,
24787,2020-04-09,NC,
23580,2020-04-10,NC,
32040,2020-04-11,NC,
34584,2020-04-12,NC,
26069,2020-04-13,NC,
34684,2020-04-14,NC,
32881,2020-04-15,NC,
25559,2020-04-16,NC,
31334,2020-04-17,NC,
33703,2020-04-18,NC,
25106,2020-04-19,NC,
33716,2020-04-20,NC,
34491,2020-04-21,NC,
33493,2020-04-22,NC,
17457,2020-04-23,NC,
14985,2020-04-24,NC,
19067,2020-04-25,NC,
18960,2020-04-26,NC,
16699,2020-04-27,NC,
17474,2020-04-28,NC,
