,Unnamed: 0,previous_day_admission_influenza_confirmed
1299,70220,1.0
1300,67821,5.0
1301,69212,3.0
1302,66405,5.0
1303,63894,2.0
1304,66379,4.0
1305,69566,2.0
1306,72176,8.0
1307,68257,4.0
1308,66069,6.0
1309,61535,6.0
1310,70594,3.0
1311,69162,5.0
1312,73427,9.0
1313,73169,7.0
1314,72498,6.0
1315,61493,9.0
1316,64567,4.0
1317,68590,6.0
1318,68261,5.0
1319,67387,7.0
1320,70522,4.0
1321,67353,9.0
1322,60598,9.0
1323,62544,4.0
1324,69968,5.0
1325,64336,6.0
1326,70567,6.0
1327,63812,7.0
1328,61944,1.0
1329,65356,11.0
1330,67446,8.0
1331,69342,4.0
1332,73217,5.0
1333,69521,7.0
1334,63537,8.0
1335,60827,9.0
1336,67046,5.0
1337,65392,9.0
1338,68316,7.0
1339,67900,4.0
1340,66528,5.0
1341,67036,10.0
1342,63383,9.0
1343,68935,10.0
1344,65641,12.0
1345,66914,8.0
1346,62929,12.0
1347,62757,10.0
1348,64894,6.0
1349,72964,12.0
1350,69761,13.0
1351,71133,12.0
1352,70370,17.0
1353,74153,11.0
1354,61635,13.0
1355,64663,12.0
1356,67156,12.0
1357,72924,23.0
1358,72671,10.0
1359,65136,21.0
1360,65247,22.0
1361,71482,29.0
1362,67589,21.0
1363,67344,17.0
1364,66445,21.0
1365,64368,22.0
1366,63185,17.0
1367,66717,25.0
1368,73336,26.0
1369,65435,20.0
1370,71183,36.0
1371,70813,24.0
1372,72613,32.0
1373,66347,26.0
1374,64886,44.0
1375,64153,37.0
1376,73873,47.0
1377,66367,44.0
1378,64282,51.0
1379,64851,45.0
4,71584,35.0
1455,69098,26.0
1456,70362,28.0
