,date,state,previous_day_admission_influenza_confirmed
25534,2020-03-01,NJ,
32315,2020-03-02,NJ,
33076,2020-03-03,NJ,
23626,2020-03-04,NJ,
27094,2020-03-05,NJ,
173,2020-03-06,NJ,
33431,2020-03-07,NJ,
31781,2020-03-08,NJ,
33187,2020-03-09,NJ,
25054,2020-03-10,NJ,
30239,2020-03-11,NJ,
25720,2020-03-12,NJ,
25669,2020-03-13,NJ,
31109,2020-03-14,NJ,
171,2020-03-15,NJ,
34304,2020-03-16,NJ,
25535,2020-03-17,NJ,
31652,2020-03-18,NJ,
23417,2020-03-19,NJ,
32716,2020-03-20,NJ,
26653,2020-03-21,NJ,
29025,2020-03-22,NJ,
27429,2020-03-23,NJ,
29966,2020-03-24,NJ,
33737,2020-03-25,NJ,
32581,2020-03-26,NJ,
167,2020-03-27,NJ,
29925,2020-03-28,NJ,
28044,2020-03-29,NJ,
30591,2020-03-30,NJ,
33167,2020-03-31,NJ,
32010,2020-04-01,NJ,
27253,2020-04-02,NJ,
34576,2020-04-03,NJ,
27847,2020-04-04,NJ,
27699,2020-04-05,NJ,
25197,2020-04-06,NJ,
24344,2020-04-07,NJ,
31251,2020-04-08,NJ,
34185,2020-04-09,NJ,
24335,2020-04-10,NJ,
31112,2020-04-11,NJ,
33664,2020-04-12,NJ,
23930,2020-04-13,NJ,
31191,2020-04-14,NJ,
33549,2020-04-15,NJ,
23622,2020-04-16,NJ,
30720,2020-04-17,NJ,
33069,2020-04-18,NJ,
27733,2020-04-19,NJ,
30280,2020-04-20,NJ,
32459,2020-04-21,NJ,
28872,2020-04-22,NJ,
18062,2020-04-23,NJ,
16909,2020-04-24,NJ,
165,2020-04-25,NJ,
19699,2020-04-26,NJ,
13876,2020-04-27,NJ,
18030,2020-04-28,NJ,
15063,2020-04-29,NJ,
18463,2020-04-30,NJ,
20274,2020-05-01,NJ,
19396,2020-05-02,NJ,
20870,2020-05-03,NJ,
14497,2020-05-04,NJ,
14414,2020-05-05,NJ,
15586,2020-05-06,NJ,
17242,2020-05-07,NJ,
18278,2020-05-08,NJ,
20591,2020-05-09,NJ,
19236,2020-05-10,NJ,
13491,2020-05-11,NJ,
22717,2020-05-12,NJ,
18989,2020-05-13,NJ,
20634,2020-05-14,NJ,
17090,2020-05-15,NJ,
13741,2020-05-16,NJ,
22742,2020-05-17,NJ,
14367,2020-05-18,NJ,
19485,2020-05-19,NJ,
17355,2020-05-20,NJ,
14396,2020-05-21,NJ,
22939,2020-05-22,NJ,
19565,2020-05-23,NJ,
18802,2020-05-24,NJ,
16220,2020-05-25,NJ,
19503,2020-05-26,NJ,
21359,2020-05-27,NJ,
19705,2020-05-28,NJ,
14355,2020-05-29,NJ,
14628,2020-05-30,NJ,
16881,2020-05-31,NJ,
18488,2020-06-01,NJ,
18224,2020-06-02,NJ,
14932,2020-06-03,NJ,
21958,2020-06-04,NJ,
18401,2020-06-05,NJ,
16928,2020-06-06,NJ,
15557,2020-06-07,NJ,
14440,2020-06-08,NJ,
20022,2020-06-09,NJ,
16993,2020-06-10,NJ,
22334,2020-06-11,NJ,
21099,2020-06-12,NJ,
21714,2020-06-13,NJ,
23152,2020-06-14,NJ,
17456,2020-06-15,NJ,
14200,2020-06-16,NJ,
14022,2020-06-17,NJ,
18784,2020-06-18,NJ,
20754,2020-06-19,NJ,
19511,2020-06-20,NJ,
21323,2020-06-21,NJ,
21152,2020-06-22,NJ,
22920,2020-06-23,NJ,
13703,2020-06-24,NJ,
16807,2020-06-25,NJ,
18727,2020-06-26,NJ,
18858,2020-06-27,NJ,
18651,2020-06-28,NJ,
20792,2020-06-29,NJ,
13819,2020-06-30,NJ,
22709,2020-07-01,NJ,
19904,2020-07-02,NJ,
16586,2020-07-03,NJ,
13885,2020-07-04,NJ,
21035,2020-07-05,NJ,
18351,2020-07-06,NJ,
22053,2020-07-07,NJ,
15114,2020-07-08,NJ,
20789,2020-07-09,NJ,
13387,2020-07-10,NJ,
16320,2020-07-11,NJ,
20455,2020-07-12,NJ,
17834,2020-07-13,NJ,
20476,2020-07-14,NJ,
19025,2020-07-15,NJ,
18818,2020-07-16,NJ,
18191,2020-07-17,NJ,
21011,2020-07-18,NJ,
17846,2020-07-19,NJ,
16214,2020-07-20,NJ,
16683,2020-07-21,NJ,
13395,2020-07-22,NJ,
18719,2020-07-23,NJ,
20651,2020-07-24,NJ,
15508,2020-07-25,NJ,
18131,2020-07-26,NJ,
17942,2020-07-27,NJ,
16553,2020-07-28,NJ,
17769,2020-07-29,NJ,
16288,2020-07-30,NJ,
15373,2020-07-31,NJ,
21423,2020-08-01,NJ,
18415,2020-08-02,NJ,
20873,2020-08-03,NJ,
13358,2020-08-04,NJ,
17056,2020-08-05,NJ,
18450,2020-08-06,NJ,
18110,2020-08-07,NJ,
18189,2020-08-08,NJ,
21969,2020-08-09,NJ,
15050,2020-08-10,NJ,
20375,2020-08-11,NJ,
15283,2020-08-12,NJ,
13334,2020-08-13,NJ,
18262,2020-08-14,NJ,
20186,2020-08-15,NJ,
17327,2020-08-16,NJ,
22177,2020-08-17,NJ,
20841,2020-08-18,NJ,
14679,2020-08-19,NJ,
17270,2020-08-20,NJ,
139,2020-08-21,NJ,
14639,2020-08-22,NJ,
20711,2020-08-23,NJ,
22098,2020-08-24,NJ,
18473,2020-08-25,NJ,
23074,2020-08-26,NJ,
18893,2020-08-27,NJ,
23049,2020-08-28,NJ,
20484,2020-08-29,NJ,
19922,2020-08-30,NJ,
14374,2020-08-31,NJ,
17004,2020-09-01,NJ,
19395,2020-09-02,NJ,
18378,2020-09-03,NJ,
19484,2020-09-04,NJ,
21108,2020-09-05,NJ,
13298,2020-09-06,NJ,
16651,2020-09-07,NJ,
18489,2020-09-08,NJ,
16447,2020-09-09,NJ,
19268,2020-09-10,NJ,
18764,2020-09-11,NJ,
17348,2020-09-12,NJ,
15242,2020-09-13,NJ,
18484,2020-09-14,NJ,
16579,2020-09-15,NJ,
18028,2020-09-16,NJ,
19891,2020-09-17,NJ,
22392,2020-09-18,NJ,
16175,2020-09-19,NJ,
17188,2020-09-20,NJ,
15153,2020-09-21,NJ,
17464,2020-09-22,NJ,
14346,2020-09-23,NJ,
16002,2020-09-24,NJ,
14997,2020-09-25,NJ,
16753,2020-09-26,NJ,
14510,2020-09-27,NJ,
16562,2020-09-28,NJ,
19049,2020-09-29,NJ,
22748,2020-09-30,NJ,
13903,2020-10-01,NJ,
21950,2020-10-02,NJ,
14279,2020-10-03,NJ,
15919,2020-10-04,NJ,
20734,2020-10-05,NJ,
15049,2020-10-06,NJ,
13519,2020-10-07,NJ,
21343,2020-10-08,NJ,
13772,2020-10-09,NJ,
15324,2020-10-10,NJ,
22131,2020-10-11,NJ,
21767,2020-10-12,NJ,
13888,2020-10-13,NJ,
20702,2020-10-14,NJ,
23162,2020-10-15,NJ,0.0
14666,2020-10-16,NJ,
19115,2020-10-17,NJ,0.0
22721,2020-10-18,NJ,0.0
23092,2020-10-19,NJ,0.0
19893,2020-10-20,NJ,0.0
22431,2020-10-21,NJ,0.0
13941,2020-10-22,NJ,0.0
20559,2020-10-23,NJ,0.0
19631,2020-10-24,NJ,2.0
17081,2020-10-25,NJ,0.0
18909,2020-10-26,NJ,1.0
21764,2020-10-27,NJ,0.0
19391,2020-10-28,NJ,0.0
17527,2020-10-29,NJ,0.0
9999,2020-10-30,NJ,1.0
9932,2020-10-31,NJ,5.0
3450,2020-11-01,NJ,2.0
6158,2020-11-02,NJ,0.0
2561,2020-11-03,NJ,0.0
3150,2020-11-04,NJ,2.0
3921,2020-11-05,NJ,0.0
9662,2020-11-06,NJ,0.0
11703,2020-11-07,NJ,0.0
9564,2020-11-08,NJ,0.0
9782,2020-11-09,NJ,0.0
10951,2020-11-10,NJ,0.0
5401,2020-11-11,NJ,0.0
5559,2020-11-12,NJ,1.0
2421,2020-11-13,NJ,0.0
9595,2020-11-14,NJ,0.0
12872,2020-11-15,NJ,2.0
4711,2020-11-16,NJ,1.0
4362,2020-11-17,NJ,1.0
8029,2020-11-18,NJ,0.0
3473,2020-11-19,NJ,3.0
7162,2020-11-20,NJ,4.0
5177,2020-11-21,NJ,2.0
10953,2020-11-22,NJ,1.0
8860,2020-11-23,NJ,0.0
3800,2020-11-24,NJ,2.0
3457,2020-11-25,NJ,0.0
4314,2020-11-26,NJ,0.0
7668,2020-11-27,NJ,0.0
2750,2020-11-28,NJ,1.0
3075,2020-11-29,NJ,0.0
9749,2020-11-30,NJ,1.0
11248,2020-12-01,NJ,4.0
8415,2020-12-02,NJ,2.0
9200,2020-12-03,NJ,1.0
9271,2020-12-04,NJ,4.0
4166,2020-12-05,NJ,2.0
5994,2020-12-06,NJ,0.0
3128,2020-12-07,NJ,1.0
3979,2020-12-08,NJ,1.0
8685,2020-12-09,NJ,2.0
11143,2020-12-10,NJ,3.0
12722,2020-12-11,NJ,0.0
2396,2020-12-12,NJ,3.0
11508,2020-12-13,NJ,0.0
6234,2020-12-14,NJ,5.0
10713,2020-12-15,NJ,3.0
12736,2020-12-16,NJ,1.0
3367,2020-12-17,NJ,2.0
10770,2020-12-18,NJ,1.0
12627,2020-12-19,NJ,2.0
11585,2020-12-20,NJ,2.0
4023,2020-12-21,NJ,0.0
2922,2020-12-22,NJ,3.0
11731,2020-12-23,NJ,1.0
4400,2020-12-24,NJ,3.0
12044,2020-12-25,NJ,0.0
3444,2020-12-26,NJ,2.0
10012,2020-12-27,NJ,0.0
11451,2020-12-28,NJ,1.0
10754,2020-12-29,NJ,3.0
6151,2020-12-30,NJ,2.0
2246,2020-12-31,NJ,1.0
2881,2021-01-01,NJ,2.0
6306,2021-01-02,NJ,5.0
10243,2021-01-03,NJ,3.0
6803,2021-01-04,NJ,3.0
8829,2021-01-05,NJ,1.0
11694,2021-01-06,NJ,2.0
6030,2021-01-07,NJ,3.0
5471,2021-01-08,NJ,2.0
6607,2021-01-09,NJ,2.0
8851,2021-01-10,NJ,1.0
4928,2021-01-11,NJ,3.0
7847,2021-01-12,NJ,1.0
5607,2021-01-13,NJ,0.0
9794,2021-01-14,NJ,0.0
10520,2021-01-15,NJ,2.0
