,date,state,previous_day_admission_influenza_confirmed
29858,2020-03-02,AZ,
32036,2020-03-03,AZ,
25438,2020-03-04,AZ,
26421,2020-03-05,AZ,
31011,2020-03-06,AZ,
28703,2020-03-07,AZ,
23281,2020-03-08,AZ,
23269,2020-03-09,AZ,
34029,2020-03-10,AZ,
25497,2020-03-11,AZ,
30580,2020-03-12,AZ,
26165,2020-03-13,AZ,
24595,2020-03-14,AZ,
34184,2020-03-15,AZ,
34272,2020-03-16,AZ,
24375,2020-03-17,AZ,
33852,2020-03-18,AZ,
31387,2020-03-19,AZ,
26038,2020-03-20,AZ,
29212,2020-03-21,AZ,
23838,2020-03-22,AZ,
26111,2020-03-23,AZ,
24617,2020-03-24,AZ,
30164,2020-03-25,AZ,
25695,2020-03-26,AZ,
25507,2020-03-27,AZ,
32496,2020-03-28,AZ,
23920,2020-03-29,AZ,
25004,2020-03-30,AZ,
33938,2020-03-31,AZ,
30693,2020-04-01,AZ,
30465,2020-04-02,AZ,
34499,2020-04-03,AZ,
26539,2020-04-04,AZ,
25737,2020-04-05,AZ,
25070,2020-04-06,AZ,
33712,2020-04-07,AZ,
32745,2020-04-08,AZ,
30590,2020-04-09,AZ,
27794,2020-04-10,AZ,
30974,2020-04-11,AZ,
33297,2020-04-12,AZ,
30316,2020-04-13,AZ,
28790,2020-04-14,AZ,
29940,2020-04-15,AZ,
25079,2020-04-16,AZ,
30064,2020-04-17,AZ,
32466,2020-04-18,AZ,
26765,2020-04-19,AZ,
31089,2020-04-20,AZ,
29285,2020-04-21,AZ,
26185,2020-04-22,AZ,
23196,2020-04-23,AZ,
16162,2020-04-24,AZ,
15711,2020-04-25,AZ,
14887,2020-04-26,AZ,
16461,2020-04-27,AZ,
22770,2020-04-28,AZ,
17718,2020-04-29,AZ,
20193,2020-04-30,AZ,
20406,2020-05-01,AZ,
16911,2020-05-02,AZ,
15754,2020-05-03,AZ,
17173,2020-05-04,AZ,
19721,2020-05-05,AZ,
20693,2020-05-06,AZ,
17332,2020-05-07,AZ,
16204,2020-05-08,AZ,
18178,2020-05-09,AZ,
19488,2020-05-10,AZ,
15734,2020-05-11,AZ,
17585,2020-05-12,AZ,
16444,2020-05-13,AZ,
22682,2020-05-14,AZ,
20065,2020-05-15,AZ,
16084,2020-05-16,AZ,
22786,2020-05-17,AZ,
16765,2020-05-18,AZ,
18689,2020-05-19,AZ,
14883,2020-05-20,AZ,
16645,2020-05-21,AZ,
23252,2020-05-22,AZ,
22164,2020-05-23,AZ,
18420,2020-05-24,AZ,
15515,2020-05-25,AZ,
21740,2020-05-26,AZ,
13565,2020-05-27,AZ,
22856,2020-05-28,AZ,
15667,2020-05-29,AZ,
16873,2020-05-30,AZ,
20612,2020-05-31,AZ,
13638,2020-06-01,AZ,
15712,2020-06-02,AZ,
22768,2020-06-03,AZ,
23000,2020-06-04,AZ,
23062,2020-06-05,AZ,
21437,2020-06-06,AZ,
22826,2020-06-07,AZ,
15168,2020-06-08,AZ,
20430,2020-06-09,AZ,
19827,2020-06-10,AZ,
13986,2020-06-11,AZ,
22668,2020-06-12,AZ,
22912,2020-06-13,AZ,
22922,2020-06-14,AZ,
17671,2020-06-15,AZ,
22120,2020-06-16,AZ,
20226,2020-06-17,AZ,
21449,2020-06-18,AZ,
20519,2020-06-19,AZ,
21121,2020-06-20,AZ,
20175,2020-06-21,AZ,
22121,2020-06-22,AZ,
19220,2020-06-23,AZ,
17800,2020-06-24,AZ,
23036,2020-06-25,AZ,
17871,2020-06-26,AZ,
20165,2020-06-27,AZ,
19683,2020-06-28,AZ,
15442,2020-06-29,AZ,
22536,2020-06-30,AZ,
19560,2020-07-01,AZ,
16495,2020-07-02,AZ,
17520,2020-07-03,AZ,
17630,2020-07-04,AZ,
16837,2020-07-05,AZ,
19424,2020-07-06,AZ,
19772,2020-07-07,AZ,
15078,2020-07-08,AZ,
14327,2020-07-09,AZ,
14824,2020-07-10,AZ,
16192,2020-07-11,AZ,
18061,2020-07-12,AZ,
22390,2020-07-13,AZ,
19419,2020-07-14,AZ,
17579,2020-07-15,AZ,
13912,2020-07-16,AZ,
16994,2020-07-17,AZ,
13580,2020-07-18,AZ,
16366,2020-07-19,AZ,
14806,2020-07-20,AZ,
16659,2020-07-21,AZ,
22183,2020-07-22,AZ,
21206,2020-07-23,AZ,
17912,2020-07-24,AZ,
22998,2020-07-25,AZ,
15016,2020-07-26,AZ,
15054,2020-07-27,AZ,
19020,2020-07-28,AZ,
17235,2020-07-29,AZ,
16682,2020-07-30,AZ,
22379,2020-07-31,AZ,
23014,2020-08-01,AZ,
21759,2020-08-02,AZ,
22168,2020-08-03,AZ,
13908,2020-08-04,AZ,
20288,2020-08-05,AZ,
20486,2020-08-06,AZ,
17398,2020-08-07,AZ,
19874,2020-08-08,AZ,
