,Unnamed: 0,previous_day_admission_influenza_confirmed
1277,75793,2.0
1278,75825,3.0
1279,78884,3.0
1280,78689,3.0
1281,78310,1.0
1282,77738,0.0
1283,81174,3.0
1284,77158,1.0
1285,80342,3.0
1286,76254,5.0
1287,75849,3.0
1288,79189,5.0
1289,75245,3.0
1290,78558,3.0
1291,77835,1.0
1292,81007,2.0
1293,76871,1.0
1294,76268,1.0
1295,79402,3.0
1296,61917,0.0
1297,66369,3.0
1298,68826,4.0
1299,62347,2.0
1300,68554,3.0
1301,72836,2.0
1302,69796,1.0
1303,65309,3.0
1304,63470,5.0
1305,63646,5.0
1306,63191,3.0
1307,69660,5.0
1308,61515,4.0
1309,62955,4.0
1310,61919,2.0
1311,63881,2.0
1312,73021,1.0
1313,70209,2.0
1314,62520,2.0
1315,61475,2.0
1316,65889,4.0
1317,66511,6.0
1318,63641,4.0
1319,69740,4.0
1320,73757,9.0
1321,72648,7.0
1322,64437,5.0
1323,60956,3.0
1324,63220,2.0
1325,70905,4.0
1326,70483,1.0
1327,62732,5.0
1328,63351,2.0
1329,66593,5.0
1330,61088,0.0
1331,69942,0.0
1332,69684,0.0
1333,70956,3.0
1334,62403,1.0
1335,62794,3.0
1336,67370,3.0
1337,64417,2.0
1338,68432,2.0
1339,69147,0.0
1340,72746,1.0
1341,69544,4.0
1342,62141,4.0
1343,67209,5.0
1344,73800,2.0
1345,71841,6.0
1346,63583,5.0
1347,60731,8.0
1348,65737,4.0
1349,74189,4.0
1350,70776,5.0
1351,68820,2.0
1352,73035,3.0
1353,65348,9.0
1354,63624,5.0
1355,63955,6.0
1356,64017,6.0
1357,65903,6.0
1418,61131,40.0
1419,72967,45.0
1420,64236,41.0

1461,71737,24.0
1462,70738,27.0
