,Unnamed: 0,previous_day_admission_influenza_confirmed
1331,70211,9.0
1332,67670,6.0
1333,64292,9.0
1334,65733,6.0
1335,61614,8.0
1336,69984,9.0
1337,70260,12.0
1338,73721,14.0
1339,61393,11.0
1340,62912,12.0
1341,62741,10.0
1342,64553,11.0
1343,69668,12.0
1344,70167,14.0
1345,73056,15.0
1346,65189,13.0
1347,61852,17.0
1348,64084,15.0
1349,72856,24.0
1350,72129,31.0
1351,68907,31.0
1352,67051,41.0
1353,66686,27.0
1354,72415,36.0
1355,71267,32.0
1356,67536,50.0
1357,72520,42.0
1358,64346,45.0
1359,63769,46.0
1360,61699,58.0
1361,64111,58.0
1362,64288,61.0
1363,70562,65.0
1364,70966,64.0
1365,64309,62.0
1366,66175,53.0
1367,64948,51.0
1368,72212,62.0
1369,71331,80.0
1370,66344,85.0
1371,62175,61.0
1372,64413,89.0
1373,73650,88.0
1374,70487,90.0
1375,72744,100.0
1376,73275,118.0
1377,65166,108.0
1378,70845,127.0
1379,67223,120.0
1380,65800,121.0
1381,65125,119.0
1382,72372,104.0
1383,70907,108.0
1384,67310,104.0
1385,65790,125.0
1386,71951,131.0
1387,72441,149.0
1388,73431,158.0
1389,67202,163.0
1390,61507,166.0
1391,65385,167.0
1392,71122,182.0
1393,69657,198.0
1394,61845,264.0
1395,73806,275.0
1396,66515,297.0
1397,72128,249.0
1398,61262,228.0
1399,67063,194.0
1400,66401,242.0
1401,71564,269.0
1402,63448,294.0
1403,66437,280.0
1404,64859,245.0
1405,71067,241.0
1406,70115,214.0
1407,72612,235.0
1408,65197,206.0
1409,61463,191.0
1410,68527,192.0
1411,62199,141.0
5,67.0
1439,70356,65.0
