,Unnamed: 0,previous_day_admission_influenza_confirmed
1386,65251,44.0
1387,61181,36.0
1388,71965,32.0
1389,66314,31.0
1390,62802,27.0
1391,64602,27.0
1392,64176,34.0
1393,72815,45.0
1394,71288,42.0
1395,71962,39.0
1396,64915,32.0
1397,73129,33.0
1398,67080,41.0
1399,66033,47.0
1400,63957,39.0
1401,70421,47.0
1402,73794,51.0
1403,65525,47.0
1404,72468,41.0
1405,70109,49.0
1406,61991,64.0
1407,72803,66.0
1408,66984,55.0
1409,62517,50.0
1410,65499,48.0
1411,64648,42.0
1412,74105,53.0
1413,63747,54.0
1414,71127,47.0
1415,66229,62.0
1416,72698,67.0
1417,61180,48.0
1418,67319,54.0
1419,67056,66.0
1420,69617,71.0
1421,61388,73.0
1422,64617,67.0
1423,73321,64.0
1424,69236,72.0
1425,64967,60.0
1426,71596,84.0
1427,64152,86.0
1428,63339,91.0
1429,69467,81.0
1430,65526,70.0
1431,63847,74.0
1432,62900,63.0
1433,70670,80.0
1434,66283,98.0
1435,71748,78.0
1436,60703,78.0
1437,70554,96.0
1438,66983,97.0
1439,68638,109.0
1440,60981,109.0
1441,61186,131.0
1442,72874,111.0
1443,68835,144.0
1444,64126,152.0
1445,63627,154.0
1446,64792,164.0
1447,61308,177.0
1448,70328,168.0
1449,62478,191.0
1450,72010,198.0
1451,60874,169.0
1452,69842,192.0
1453,68728,198.0
1454,71302,185.0
1455,63246,193.0
1456,69246,220.0
1457,61618,225.0
1458,74245,242.0
1459,63488,267.0
1460,62419,225.0
1461,61826,231.0
1462,67932,246.0
1463,67134,266.0
1464,63657,247.0
1465,71185,198.0
1466,63885,176.0

1500,68440,162.0
1501,65012,156.0
5,66063,107.0
