,date,state,previous_day_admission_influenza_confirmed
30219,2020-02-18,MS,
27826,2020-02-19,MS,
24932,2020-02-20,MS,
26516,2020-02-21,MS,
30488,2020-02-22,MS,
31240,2020-02-23,MS,
26155,2020-02-24,MS,
26593,2020-02-25,MS,
26788,2020-02-26,MS,
27297,2020-02-27,MS,
24865,2020-02-28,MS,
26862,2020-03-01,MS,
34068,2020-03-02,MS,
32987,2020-03-03,MS,
29693,2020-03-04,MS,
31828,2020-03-05,MS,
25980,2020-03-06,MS,
23625,2020-03-07,MS,
29849,2020-03-08,MS,
25382,2020-03-09,MS,
33329,2020-03-10,MS,
34662,2020-03-11,MS,
27033,2020-03-12,MS,
29439,2020-03-13,MS,
24751,2020-03-14,MS,
31444,2020-03-15,MS,
29619,2020-03-16,MS,
29813,2020-03-17,MS,
18406,2020-03-18,MS,
27295,2020-03-19,MS,
31629,2020-03-20,MS,
24026,2020-03-21,MS,
30884,2020-03-22,MS,
34125,2020-03-23,MS,
34115,2020-03-24,MS,
34573,2020-03-25,MS,
23788,2020-03-26,MS,
24531,2020-03-27,MS,
26571,2020-03-28,MS,
27158,2020-03-29,MS,
29554,2020-03-30,MS,
28579,2020-03-31,MS,
28724,2020-04-01,MS,
23520,2020-04-02,MS,
23475,2020-04-03,MS,
29734,2020-04-04,MS,
31045,2020-04-05,MS,
29250,2020-04-06,MS,
31194,2020-04-07,MS,
25191,2020-04-08,MS,
31709,2020-04-09,MS,
33853,2020-04-10,MS,
29486,2020-04-11,MS,
28571,2020-04-12,MS,
30783,2020-04-13,MS,
26183,2020-04-14,MS,
30532,2020-04-15,MS,
33238,2020-04-16,MS,
25870,2020-04-17,MS,
30336,2020-04-18,MS,
29767,2020-04-19,MS,
28361,2020-04-20,MS,
29905,2020-04-21,MS,
26649,2020-04-22,MS,
18776,2020-04-23,MS,
14365,2020-04-24,MS,
13739,2020-04-25,MS,
15517,2020-04-26,MS,
22030,2020-04-27,MS,
13870,2020-04-28,MS,
18410,2020-04-29,MS,
13364,2020-04-30,MS,
22910,2020-05-01,MS,
22621,2020-05-02,MS,
14078,2020-05-03,MS,
22569,2020-05-04,MS,
15358,2020-05-05,MS,
22868,2020-05-06,MS,
22470,2020-05-07,MS,
22113,2020-05-08,MS,
17774,2020-05-09,MS,
14473,2020-05-10,MS,
22281,2020-05-11,MS,
17535,2020-05-12,MS,
16555,2020-05-13,MS,
14210,2020-05-14,MS,
20544,2020-05-15,MS,
21697,2020-05-16,MS,
14184,2020-05-17,MS,
14398,2020-05-18,MS,
13518,2020-05-19,MS,
20205,2020-05-20,MS,
16399,2020-05-21,MS,
14380,2020-05-22,MS,
13656,2020-05-23,MS,
18550,2020-05-24,MS,
22673,2020-05-25,MS,
17221,2020-05-26,MS,
18432,2020-05-27,MS,
13812,2020-05-28,MS,
20033,2020-05-29,MS,
16864,2020-05-30,MS,
18801,2020-05-31,MS,
16324,2020-06-01,MS,
21253,2020-06-02,MS,
22347,2020-06-03,MS,
162,2020-06-04,MS,
15859,2020-06-05,MS,
16256,2020-06-06,MS,
18323,2020-06-07,MS,
20445,2020-06-08,MS,
15745,2020-06-09,MS,
17250,2020-06-10,MS,
12368,2020-06-11,MS,
20943,2020-06-12,MS,
15747,2020-06-13,MS,
15124,2020-06-14,MS,
14953,2020-06-15,MS,
18266,2020-06-16,MS,
18693,2020-06-17,MS,
23076,2020-06-18,MS,
23222,2020-06-19,MS,
17915,2020-06-20,MS,
16092,2020-06-21,MS,
17117,2020-06-22,MS,
13603,2020-06-23,MS,
19652,2020-06-24,MS,
15468,2020-06-25,MS,
23176,2020-06-26,MS,
14889,2020-06-27,MS,
20896,2020-06-28,MS,
22756,2020-06-29,MS,
21092,2020-06-30,MS,
20355,2020-07-01,MS,
17992,2020-07-02,MS,
18829,2020-07-03,MS,
14756,2020-07-04,MS,
22688,2020-07-05,MS,
14395,2020-07-06,MS,
14802,2020-07-07,MS,
18006,2020-07-08,MS,
22983,2020-07-09,MS,
19919,2020-07-10,MS,
21841,2020-07-11,MS,
18790,2020-07-12,MS,
20530,2020-07-13,MS,
20071,2020-07-14,MS,
13773,2020-07-15,MS,
15407,2020-07-16,MS,
15977,2020-07-17,MS,
19437,2020-07-18,MS,
22451,2020-07-19,MS,
15372,2020-07-20,MS,
23027,2020-07-21,MS,
19575,2020-07-22,MS,
16557,2020-07-23,MS,
