,date,state,previous_day_admission_influenza_confirmed
30946,2020-03-17,VT,
25624,2020-03-18,VT,
24431,2020-03-19,VT,
26441,2020-03-20,VT,
170,2020-03-21,VT,
24525,2020-03-22,VT,
169,2020-03-23,VT,
30393,2020-03-24,VT,
28749,2020-03-25,VT,
26824,2020-03-26,VT,
34596,2020-03-27,VT,
26911,2020-03-28,VT,
24930,2020-03-29,VT,
34063,2020-03-30,VT,
29771,2020-03-31,VT,
32486,2020-04-01,VT,
23430,2020-04-02,VT,
31571,2020-04-03,VT,
24394,2020-04-04,VT,
25008,2020-04-05,VT,
33832,2020-04-06,VT,
31970,2020-04-07,VT,
26293,2020-04-08,VT,
34017,2020-04-09,VT,
25774,2020-04-10,VT,
25836,2020-04-11,VT,
32535,2020-04-12,VT,
34137,2020-04-13,VT,
25408,2020-04-14,VT,
33577,2020-04-15,VT,
34366,2020-04-16,VT,
25283,2020-04-17,VT,
31540,2020-04-18,VT,
18862,2020-04-19,VT,
25021,2020-04-20,VT,
32584,2020-04-21,VT,
33515,2020-04-22,VT,
17545,2020-04-23,VT,
14329,2020-04-24,VT,
14888,2020-04-25,VT,
19284,2020-04-26,VT,
18845,2020-04-27,VT,
17731,2020-04-28,VT,
18763,2020-04-29,VT,
13511,2020-04-30,VT,
18885,2020-05-01,VT,
19092,2020-05-02,VT,
17944,2020-05-03,VT,
14592,2020-05-04,VT,
13521,2020-05-05,VT,
20630,2020-05-06,VT,
13548,2020-05-07,VT,
15968,2020-05-08,VT,
14947,2020-05-09,VT,
19111,2020-05-10,VT,
20703,2020-05-11,VT,
17996,2020-05-12,VT,
21194,2020-05-13,VT,
15228,2020-05-14,VT,
14155,2020-05-15,VT,
13545,2020-05-16,VT,
17575,2020-05-17,VT,
21619,2020-05-18,VT,
20588,2020-05-19,VT,
22317,2020-05-20,VT,
13847,2020-05-21,VT,
22416,2020-05-22,VT,
19835,2020-05-23,VT,
18373,2020-05-24,VT,
17415,2020-05-25,VT,
14065,2020-05-26,VT,
23039,2020-05-27,VT,
19247,2020-05-28,VT,
18394,2020-05-29,VT,
14261,2020-05-30,VT,
15692,2020-05-31,VT,
14169,2020-06-01,VT,
17376,2020-06-02,VT,
16974,2020-06-03,VT,
17308,2020-06-04,VT,
19245,2020-06-05,VT,
21816,2020-06-06,VT,
20622,2020-06-07,VT,
17372,2020-06-08,VT,
14003,2020-06-09,VT,
16491,2020-06-10,VT,
19471,2020-06-11,VT,
17796,2020-06-12,VT,
21533,2020-06-13,VT,
22558,2020-06-14,VT,
19188,2020-06-15,VT,
16428,2020-06-16,VT,
13726,2020-06-17,VT,
14280,2020-06-18,VT,
20213,2020-06-19,VT,
20157,2020-06-20,VT,
18951,2020-06-21,VT,
21362,2020-06-22,VT,
21421,2020-06-23,VT,
23143,2020-06-24,VT,
16492,2020-06-25,VT,
14061,2020-06-26,VT,
13861,2020-06-27,VT,
18785,2020-06-28,VT,
16268,2020-06-29,VT,
18981,2020-06-30,VT,
21292,2020-07-01,VT,
20814,2020-07-02,VT,
21110,2020-07-03,VT,
13389,2020-07-04,VT,
16280,2020-07-05,VT,
20645,2020-07-06,VT,
23134,2020-07-07,VT,
18498,2020-07-08,VT,
21286,2020-07-09,VT,
22996,2020-07-10,VT,
21397,2020-07-11,VT,
20131,2020-07-12,VT,
16252,2020-07-13,VT,
14074,2020-07-14,VT,
15477,2020-07-15,VT,
18652,2020-07-16,VT,
23016,2020-07-17,VT,
15547,2020-07-18,VT,
23102,2020-07-19,VT,
13865,2020-07-20,VT,
16643,2020-07-21,VT,
20759,2020-07-22,VT,
13754,2020-07-23,VT,
20361,2020-07-24,VT,
18614,2020-07-25,VT,
18362,2020-07-26,VT,
15791,2020-07-27,VT,
