,date,state,previous_day_admission_influenza_confirmed
30924,2020-01-01,AL,
177,2020-01-02,AL,
26178,2020-01-03,AL,
27673,2020-01-04,AL,
25282,2020-01-05,AL,
34717,2020-01-06,AL,
24401,2020-01-07,AL,
25754,2020-01-08,AL,
24664,2020-01-09,AL,
25396,2020-01-10,AL,
30003,2020-01-11,AL,
28723,2020-01-12,AL,
25213,2020-01-13,AL,
26157,2020-01-14,AL,
27934,2020-01-15,AL,
23782,2020-01-16,AL,
24269,2020-01-17,AL,
29006,2020-01-18,AL,
34521,2020-01-19,AL,
25586,2020-01-20,AL,
26877,2020-01-21,AL,
34544,2020-01-22,AL,
29116,2020-01-23,AL,
28125,2020-01-24,AL,
31762,2020-01-25,AL,
30575,2020-01-26,AL,
29357,2020-01-27,AL,
32419,2020-01-28,AL,
24568,2020-01-29,AL,
33687,2020-01-30,AL,
29150,2020-01-31,AL,
27951,2020-02-01,AL,
25921,2020-02-02,AL,
24426,2020-02-03,AL,
29577,2020-02-04,AL,
32577,2020-02-05,AL,
26566,2020-02-06,AL,
175,2020-02-07,AL,
25064,2020-02-08,AL,
33830,2020-02-09,AL,
29351,2020-02-10,AL,
24071,2020-02-11,AL,
28769,2020-02-12,AL,
33937,2020-02-13,AL,
18449,2020-02-14,AL,
25553,2020-02-15,AL,
26423,2020-02-16,AL,
27473,2020-02-17,AL,
33914,2020-02-18,AL,
174,2020-02-19,AL,
23509,2020-02-20,AL,
34162,2020-02-21,AL,
33820,2020-02-22,AL,
26573,2020-02-23,AL,
27115,2020-02-24,AL,
33430,2020-02-25,AL,
29763,2020-02-26,AL,
25749,2020-02-27,AL,
33260,2020-02-28,AL,
30593,2020-02-29,AL,
31088,2020-03-01,AL,
23549,2020-03-02,AL,
30062,2020-03-03,AL,
32608,2020-03-04,AL,
23361,2020-03-05,AL,
34343,2020-03-06,AL,
31069,2020-03-07,AL,
33152,2020-03-08,AL,
33175,2020-03-09,AL,
24993,2020-03-10,AL,
32398,2020-03-11,AL,
25125,2020-03-12,AL,
32997,2020-03-13,AL,
29320,2020-03-14,AL,
24526,2020-03-15,AL,
27468,2020-03-16,AL,
29076,2020-03-17,AL,
27070,2020-03-18,AL,
25193,2020-03-19,AL,
28495,2020-03-20,AL,
24518,2020-03-21,AL,
26739,2020-03-22,AL,
30863,2020-03-23,AL,
31297,2020-03-24,AL,
23343,2020-03-25,AL,
23837,2020-03-26,AL,
28110,2020-03-27,AL,
25132,2020-03-28,AL,
31498,2020-03-29,AL,
25834,2020-03-30,AL,
26501,2020-03-31,AL,
