,Unnamed: 0,previous_day_admission_influenza_confirmed
1400,72595,2.0
1401,72289,9.0
1402,60636,4.0
1403,72476,9.0
1404,65799,6.0
1405,69145,4.0
1406,61086,8.0
1407,64337,8.0
1408,67208,9.0
1409,70879,4.0
1410,62647,10.0
1411,65383,14.0
1412,63797,11.0
1413,70068,9.0
1414,69666,13.0
1415,67915,23.0
1416,65237,5.0
1417,61853,13.0
1418,70833,22.0
1419,73442,16.0
1420,73108,30.0
1421,61091,27.0
1422,70393,20.0
1423,66658,16.0
1424,67780,22.0
1425,61872,25.0
1426,68151,27.0
1427,66372,33.0
1428,67400,49.0
1429,63464,28.0
1430,62230,22.0
1431,72253,29.0
1432,67715,40.0
1433,67422,50.0
1434,66886,40.0
1435,70808,42.0
1436,63070,44.0
1437,69558,41.0
1438,69046,56.0
1439,73541,39.0
1440,62657,47.0
1441,69405,64.0
1442,68351,56.0
1443,68164,48.0
1444,63095,77.0
1445,69512,71.0
1446,62015,71.0
1447,68720,80.0
1448,61381,109.0
1449,63259,131.0
1450,62629,117.0
1451,68738,109.0
1452,70100,116.0
1453,67299,113.0
1454,63469,100.0
1455,62248,146.0
1456,68684,196.0
1457,68599,191.0
1458,70913,196.0
1459,63098,134.0
1460,69097,123.0
1461,67898,128.0
1462,74217,120.0
1463,62229,117.0
1464,67617,114.0
1465,72620,94.0
1466,65496,83.0
1467,65371,74.0
1468,71252,100.0
1469,60721,74.0
1470,68035,80.0
1471,68171,67.0
1472,64668,55.0
1473,72023,55.0
1474,73489,42.0
1475,72396,50.0
1476,66848,50.0
1477,61708,47.0
1478,61282,36.0
1479,64926,40.0
1480,69606,45.0
,70251,22.0
