,Unnamed: 0,previous_day_admission_influenza_confirmed
1470,65282,12.0
1471,64114,18.0
1472,966,15.0
1473,61925,18.0
1474,70743,20.0
1475,68240,9.0
1476,70096,6.0
1477,65321,14.0
1478,73894,7.0
1479,66030,14.0
1480,72761,11.0
1481,65364,11.0
1482,69836,18.0
1483,64769,15.0
1484,62167,27.0
1485,68861,10.0
1486,66041,14.0
1487,67497,11.0
1488,66182,18.0
1489,64530,21.0
1490,69979,16.0
1491,61568,10.0
1492,62751,4.0
1493,69992,8.0
1494,73363,9.0
1495,69228,14.0
1496,65985,22.0
1497,71818,21.0
1498,73190,4.0
1499,73615,8.0
1500,68364,7.0
1501,70683,6.0
1502,62649,2.0
1503,61386,2.0
1504,72148,4.0
1505,66892,2.0
1506,67171,4.0
1507,66450,5.0
1508,66590,5.0
1509,69488,4.0
1510,66252,4.0
1511,62281,2.0
1512,68584,2.0
1513,72852,3.0
1514,65379,3.0
1515,66467,4.0
1516,71742,5.0
1517,74041,2.0
1518,68029,6.0
1519,66614,6.0
1520,67658,3.0
1521,63495,2.0
1522,71056,3.0
1523,70175,2.0
1524,65575,4.0
1525,66327,2.0
1526,62192,5.0
1527,65832,7.0
1528,68592,4.0
1529,67106,4.0
1530,71580,5.0
1531,67766,7.0
1532,72106,11.0
1533,64491,2.0
1534,61877,3.0
1535,71356,5.0
1536,71098,3.0
1537,68927,2.0
1538,67848,2.0
1539,68578,7.0
1540,73726,4.0
1541,73600,2.0
1542,71756,3.0
1543,64019,1.0
1544,62601,8.0
1545,62550,4.0
1546,67930,2.0
1547,68082,6.0
1548,66703,4.0
1549,71525,4.0
1550,73159,1.0

1529,67106,4.0
