,date,state,previous_day_admission_influenza_confirmed
34719,2020-01-01,MN,
34059,2020-01-02,MN,
14127,2020-01-03,MN,
28307,2020-01-04,MN,
31000,2020-01-05,MN,
30837,2020-01-06,MN,
23678,2020-01-07,MN,
27978,2020-01-08,MN,
32482,2020-01-09,MN,
23829,2020-01-10,MN,
27311,2020-01-11,MN,
32187,2020-01-12,MN,
28008,2020-01-13,MN,
25627,2020-01-14,MN,
24121,2020-01-15,MN,
30475,2020-01-16,MN,
28799,2020-01-17,MN,
24963,2020-01-18,MN,
23537,2020-01-19,MN,
28499,2020-01-20,MN,
23455,2020-01-21,MN,
24646,2020-01-22,MN,
28253,2020-01-23,MN,
23944,2020-01-24,MN,
31146,2020-01-25,MN,
31994,2020-01-26,MN,
176,2020-01-27,MN,
31487,2020-01-28,MN,
30175,2020-01-29,MN,
34091,2020-01-30,MN,
25448,2020-01-31,MN,
30350,2020-02-01,MN,
12070,2020-02-02,MN,
25160,2020-02-03,MN,
26867,2020-02-04,MN,
28546,2020-02-05,MN,
29509,2020-02-06,MN,
31896,2020-02-07,MN,
24749,2020-02-08,MN,
24859,2020-02-09,MN,
34315,2020-02-10,MN,
26813,2020-02-11,MN,
28049,2020-02-12,MN,
34413,2020-02-13,MN,
26960,2020-02-14,MN,
24678,2020-02-15,MN,
28624,2020-02-16,MN,
25211,2020-02-17,MN,
29286,2020-02-18,MN,
23250,2020-02-19,MN,
34104,2020-02-20,MN,
31419,2020-02-21,MN,
27389,2020-02-22,MN,
26951,2020-02-23,MN,
25129,2020-02-24,MN,
34269,2020-02-25,MN,
32951,2020-02-26,MN,
31239,2020-02-27,MN,
11167,2020-02-28,MN,
31837,2020-02-29,MN,
33131,2020-03-01,MN,
26562,2020-03-02,MN,
26053,2020-03-03,MN,
25015,2020-03-04,MN,
31849,2020-03-05,MN,
29947,2020-03-06,MN,
23849,2020-03-07,MN,
30556,2020-03-08,MN,
28774,2020-03-09,MN,
28318,2020-03-10,MN,
23708,2020-03-11,MN,
33159,2020-03-12,MN,
25460,2020-03-13,MN,
27271,2020-03-14,MN,
23845,2020-03-15,MN,
28621,2020-03-16,MN,
27304,2020-03-17,MN,
29886,2020-03-18,MN,
24770,2020-03-19,MN,
25458,2020-03-20,MN,
29412,2020-03-21,MN,
27038,2020-03-22,MN,
26610,2020-03-23,MN,
29274,2020-03-24,MN,
29356,2020-03-25,MN,
