,Unnamed: 0,previous_day_admission_influenza_confirmed
1268,77562,4.0
1269,80808,4.0
1270,74753,2.0
1271,80069,7.0
1272,77599,5.0
1273,79286,4.0
1274,75318,10.0
1275,74627,5.0
1276,75472,10.0
1277,78840,11.0
1278,78260,7.0
1279,77687,7.0
1280,77353,7.0
1281,80655,11.0
1282,79886,3.0
1283,75465,13.0
1284,78813,8.0
1285,74724,10.0
1286,81071,6.0
1287,77104,8.0
1288,80345,6.0
1289,74270,10.0
1290,75686,11.0
1291,77119,10.0
1292,78772,3.0
1293,76460,2.0
1294,77924,5.0
1295,75710,9.0
1296,79064,10.0
1297,78753,5.0
1298,78367,12.0
1299,77535,16.0
1300,80894,10.0
1301,66889,8.0
1302,64310,13.0
1303,64703,12.0
1304,69582,14.0
1305,71776,18.0
1306,70204,13.0
1307,64343,13.0
1308,63203,13.0
1309,64942,10.0
1310,68201,30.0
1311,72425,15.0
1312,71144,8.0
1313,70700,11.0
1314,60616,5.0
1315,61402,9.0
1316,64772,22.0
1317,64207,15.0
1318,68758,25.0
1319,73435,19.0
1320,66000,14.0
1321,63483,13.0
1322,65611,10.0
1323,68653,17.0
1324,70902,12.0
1325,69289,12.0
1326,65020,18.0
1327,60717,21.0
1328,64504,15.0
1329,74192,4.0
1330,71199,17.0
1331,74126,28.0
1332,69882,21.0
1333,72603,9.0
1334,67205,18.0
1335,64284,12.0
1336,64054,11.0
1337,73270,31.0
1338,73082,32.0
1339,66501,31.0
1340,71364,24.0
1341,70213,23.0
1342,74087,14.0
1343,72495,9.0
1344,65062,32.0
1345,64736,18.0
1346,62787,29.0
1347,64563,16.0
1348,73813,26.0
3,61814,6.0

0
