,date,state,previous_day_admission_influenza_confirmed
31620,2020-03-11,CO,
27799,2020-03-12,CO,
32328,2020-03-13,CO,
30105,2020-03-14,CO,
34233,2020-03-15,CO,
26886,2020-03-17,CO,
27838,2020-03-18,CO,
32854,2020-03-19,CO,
30554,2020-03-20,CO,
32542,2020-03-21,CO,
29329,2020-03-24,CO,
33904,2020-03-25,CO,
24018,2020-03-26,CO,
27375,2020-03-27,CO,
24884,2020-03-28,CO,
29464,2020-03-29,CO,
28845,2020-03-30,CO,
28623,2020-03-31,CO,
25207,2020-04-01,CO,
24282,2020-04-02,CO,
29890,2020-04-03,CO,
30561,2020-04-04,CO,
31924,2020-04-05,CO,
31290,2020-04-06,CO,
34416,2020-04-07,CO,
28737,2020-04-08,CO,
27251,2020-04-09,CO,
34150,2020-04-10,CO,
24843,2020-04-11,CO,
24304,2020-04-12,CO,
25590,2020-04-13,CO,
33443,2020-04-14,CO,
23918,2020-04-15,CO,
33689,2020-04-16,CO,
33600,2020-04-17,CO,
26408,2020-04-18,CO,
30823,2020-04-19,CO,
32870,2020-04-20,CO,
25835,2020-04-21,CO,
33004,2020-04-22,CO,
19497,2020-04-23,CO,
21519,2020-04-24,CO,
22816,2020-04-25,CO,
14264,2020-04-26,CO,
21821,2020-04-27,CO,
17477,2020-04-28,CO,
21164,2020-04-29,CO,
22827,2020-04-30,CO,
15068,2020-05-01,CO,
21218,2020-05-02,CO,
22732,2020-05-03,CO,
21884,2020-05-04,CO,
15611,2020-05-05,CO,
14641,2020-05-06,CO,
21997,2020-05-07,CO,
15926,2020-05-08,CO,
22266,2020-05-09,CO,
15132,2020-05-10,CO,
20583,2020-05-11,CO,
21771,2020-05-12,CO,
21202,2020-05-13,CO,
17402,2020-05-14,CO,
14100,2020-05-15,CO,
14661,2020-05-16,CO,
17493,2020-05-17,CO,
20772,2020-05-18,CO,
17931,2020-05-19,CO,
19615,2020-05-20,CO,
21967,2020-05-21,CO,
17300,2020-05-22,CO,
16827,2020-05-23,CO,
17776,2020-05-24,CO,
19635,2020-05-25,CO,
16367,2020-05-26,CO,
18799,2020-05-27,CO,
16943,2020-05-28,CO,
20402,2020-05-29,CO,
21006,2020-05-30,CO,
13483,2020-05-31,CO,
15925,2020-06-01,CO,
19822,2020-06-02,CO,
18102,2020-06-03,CO,
19410,2020-06-04,CO,
15865,2020-06-05,CO,
20470,2020-06-06,CO,
17556,2020-06-07,CO,
19320,2020-06-08,CO,
16931,2020-06-09,CO,
15676,2020-06-10,CO,
17753,2020-06-11,CO,
15685,2020-06-12,CO,
16322,2020-06-13,CO,
22261,2020-06-14,CO,
22953,2020-06-15,CO,
16739,2020-06-16,CO,
21131,2020-06-17,CO,
15435,2020-06-18,CO,
15082,2020-06-19,CO,
19630,2020-06-20,CO,
14172,2020-06-21,CO,
18052,2020-06-22,CO,
22629,2020-06-23,CO,
23089,2020-06-24,CO,
14008,2020-06-25,CO,
22542,2020-06-26,CO,
15338,2020-06-27,CO,
14664,2020-06-28,CO,
20258,2020-06-29,CO,
17900,2020-06-30,CO,
15546,2020-07-01,CO,
22387,2020-07-02,CO,
14040,2020-07-03,CO,
20795,2020-07-04,CO,
15261,2020-07-05,CO,
22798,2020-07-06,CO,
19809,2020-07-07,CO,
19703,2020-07-08,CO,
18395,2020-07-09,CO,
18881,2020-07-10,CO,
19749,2020-07-11,CO,
22209,2020-07-12,CO,
17735,2020-07-13,CO,
16576,2020-07-14,CO,
14833,2020-07-15,CO,
19207,2020-07-16,CO,
20348,2020-07-17,CO,
20185,2020-07-18,CO,
14259,2020-07-19,CO,
19556,2020-07-20,CO,
21995,2020-07-21,CO,
17455,2020-07-22,CO,
17104,2020-07-23,CO,
21943,2020-07-24,CO,
17073,2020-07-25,CO,
18529,2020-07-26,CO,
21677,2020-07-27,CO,
14353,2020-07-28,CO,
23171,2020-07-29,CO,
15390,2020-07-30,CO,
16465,2020-07-31,CO,
18901,2020-08-01,CO,
21155,2020-08-02,CO,
19996,2020-08-03,CO,
17187,2020-08-04,CO,
14895,2020-08-05,CO,
14501,2020-08-06,CO,
14468,2020-08-07,CO,
17030,2020-08-08,CO,
16364,2020-08-09,CO,
16918,2020-08-10,CO,
23221,2020-08-11,CO,
21457,2020-08-12,CO,
17438,2020-08-13,CO,
13503,2020-08-14,CO,
13315,2020-08-15,CO,
16718,2020-08-16,CO,
17790,2020-08-17,CO,
14743,2020-08-18,CO,
16470,2020-08-19,CO,
20793,2020-08-20,CO,
14541,2020-08-21,CO,
15812,2020-08-22,CO,
22819,2020-08-23,CO,
14669,2020-08-24,CO,
23148,2020-08-25,CO,
22012,2020-08-26,CO,
17063,2020-08-27,CO,
20547,2020-08-28,CO,
21582,2020-08-29,CO,
13426,2020-08-30,CO,
20545,2020-08-31,CO,
14623,2020-09-01,CO,
13375,2020-09-02,CO,
19044,2020-09-03,CO,
21914,2020-09-04,CO,
18371,2020-09-05,CO,
21761,2020-09-06,CO,
21351,2020-09-07,CO,
23080,2020-09-08,CO,
18973,2020-09-09,CO,
21067,2020-09-10,CO,
14436,2020-09-11,CO,
18931,2020-09-12,CO,
18772,2020-09-13,CO,
22932,2020-09-14,CO,
18821,2020-09-15,CO,
21061,2020-09-16,CO,
16569,2020-09-17,CO,
20441,2020-09-18,CO,
19935,2020-09-19,CO,
19877,2020-09-20,CO,
17983,2020-09-21,CO,
19883,2020-09-22,CO,
17885,2020-09-23,CO,
17203,2020-09-24,CO,
22475,2020-09-25,CO,
15988,2020-09-26,CO,
17028,2020-09-27,CO,
19317,2020-09-28,CO,
14702,2020-09-29,CO,
19003,2020-09-30,CO,
19242,2020-10-01,CO,
15240,2020-10-02,CO,
16403,2020-10-03,CO,
18637,2020-10-04,CO,
16764,2020-10-05,CO,
15775,2020-10-06,CO,
15902,2020-10-07,CO,
15042,2020-10-08,CO,
16027,2020-10-09,CO,
13733,2020-10-10,CO,
13509,2020-10-11,CO,
17938,2020-10-12,CO,
22142,2020-10-13,CO,
14288,2020-10-14,CO,
16287,2020-10-15,CO,
23163,2020-10-16,CO,0.0
15245,2020-10-17,CO,0.0
14528,2020-10-18,CO,0.0
21484,2020-10-19,CO,0.0
22649,2020-10-20,CO,0.0
15602,2020-10-21,CO,0.0
22410,2020-10-22,CO,0.0
22324,2020-10-23,CO,0.0
16377,2020-10-24,CO,0.0
20505,2020-10-25,CO,0.0
22153,2020-10-26,CO,0.0
14899,2020-10-27,CO,0.0
21517,2020-10-28,CO,0.0
5740,2020-10-29,CO,0.0
11721,2020-10-30,CO,0.0
6065,2020-10-31,CO,0.0
12920,2020-11-01,CO,0.0
3784,2020-11-02,CO,0.0
12489,2020-11-03,CO,0.0
6362,2020-11-04,CO,0.0
11427,2020-11-05,CO,0.0
12156,2020-11-06,CO,1.0
10084,2020-11-07,CO,2.0
12589,2020-11-08,CO,2.0
2434,2020-11-09,CO,2.0
7737,2020-11-10,CO,0.0
12734,2020-11-11,CO,0.0
1755,2020-11-12,CO,0.0
5342,2020-11-13,CO,0.0
2128,2020-11-14,CO,1.0
2616,2020-11-15,CO,0.0
6548,2020-11-16,CO,0.0
12576,2020-11-17,CO,0.0
11346,2020-11-18,CO,0.0
7876,2020-11-19,CO,1.0
8658,2020-11-20,CO,2.0
4043,2020-11-21,CO,2.0
6322,2020-11-22,CO,0.0
5001,2020-11-23,CO,1.0
12790,2020-11-24,CO,0.0
6072,2020-11-25,CO,0.0
9773,2020-11-26,CO,0.0
6598,2020-11-27,CO,1.0
4326,2020-11-28,CO,1.0
10818,2020-11-29,CO,0.0
6283,2020-11-30,CO,0.0
8734,2020-12-01,CO,1.0
6464,2020-12-02,CO,0.0
8249,2020-12-03,CO,1.0
4209,2020-12-04,CO,0.0
6779,2020-12-05,CO,0.0
11557,2020-12-06,CO,0.0
4795,2020-12-07,CO,2.0
9027,2020-12-08,CO,0.0
2042,2020-12-09,CO,0.0
6743,2020-12-10,CO,0.0
5725,2020-12-11,CO,2.0
10872,2020-12-12,CO,1.0
9796,2020-12-13,CO,0.0
8318,2020-12-14,CO,0.0
