,date,state,previous_day_admission_influenza_confirmed
28180,2020-02-23,MO,
30427,2020-02-24,MO,
25664,2020-02-25,MO,
23816,2020-02-26,MO,
29231,2020-02-27,MO,
31960,2020-02-28,MO,
28074,2020-02-29,MO,
23483,2020-03-01,MO,
31747,2020-03-02,MO,
29196,2020-03-03,MO,
32085,2020-03-04,MO,
34447,2020-03-05,MO,
27981,2020-03-06,MO,
24969,2020-03-07,MO,
27095,2020-03-08,MO,
34722,2020-03-09,MO,
24179,2020-03-10,MO,
25481,2020-03-11,MO,
24588,2020-03-12,MO,
27971,2020-03-13,MO,
28213,2020-03-14,MO,
32312,2020-03-15,MO,
25838,2020-03-16,MO,
28221,2020-03-17,MO,
32647,2020-03-18,MO,
24244,2020-03-19,MO,
28270,2020-03-20,MO,
32155,2020-03-21,MO,
33519,2020-03-22,MO,
25692,2020-03-23,MO,
32015,2020-03-24,MO,
25393,2020-03-25,MO,
33270,2020-03-26,MO,
28341,2020-03-27,MO,
24245,2020-03-28,MO,
23733,2020-03-29,MO,
26808,2020-03-30,MO,
31681,2020-03-31,MO,
31076,2020-04-01,MO,
27639,2020-04-02,MO,
33012,2020-04-03,MO,
32143,2020-04-04,MO,
28697,2020-04-05,MO,
27283,2020-04-06,MO,
34195,2020-04-07,MO,
30395,2020-04-08,MO,
33311,2020-04-09,MO,
31018,2020-04-10,MO,
27537,2020-04-11,MO,
31273,2020-04-12,MO,
24833,2020-04-13,MO,
29973,2020-04-14,MO,
28562,2020-04-15,MO,
30197,2020-04-16,MO,
26174,2020-04-17,MO,
33702,2020-04-18,MO,
32848,2020-04-19,MO,
25941,2020-04-20,MO,
30808,2020-04-21,MO,
29367,2020-04-22,MO,
20833,2020-04-23,MO,
15476,2020-04-24,MO,
15755,2020-04-25,MO,
13514,2020-04-26,MO,
15269,2020-04-27,MO,
16498,2020-04-28,MO,
16066,2020-04-29,MO,
18229,2020-04-30,MO,
20561,2020-05-01,MO,
20084,2020-05-02,MO,
16719,2020-05-03,MO,
15870,2020-05-04,MO,
17135,2020-05-05,MO,
19971,2020-05-06,MO,
20532,2020-05-07,MO,
19482,2020-05-08,MO,
16015,2020-05-09,MO,
18115,2020-05-10,MO,
19983,2020-05-11,MO,
16793,2020-05-12,MO,
13946,2020-05-13,MO,
16216,2020-05-14,MO,
22929,2020-05-15,MO,
20002,2020-05-16,MO,
15741,2020-05-17,MO,
21007,2020-05-18,MO,
16088,2020-05-19,MO,
20221,2020-05-20,MO,
14283,2020-05-21,MO,
15783,2020-05-22,MO,
21013,2020-05-23,MO,
23181,2020-05-24,MO,
20678,2020-05-25,MO,
15429,2020-05-26,MO,
21466,2020-05-27,MO,
16101,2020-05-28,MO,
22032,2020-05-29,MO,
13290,2020-05-30,MO,
16803,2020-05-31,MO,
20333,2020-06-01,MO,
13559,2020-06-02,MO,
13825,2020-06-03,MO,
20900,2020-06-04,MO,
22149,2020-06-05,MO,
13392,2020-06-06,MO,
21643,2020-06-07,MO,
20909,2020-06-08,MO,
15308,2020-06-09,MO,
19608,2020-06-10,MO,
20995,2020-06-11,MO,
12003,2020-06-12,MO,
23085,2020-06-13,MO,
23155,2020-06-14,MO,
22631,2020-06-15,MO,
16191,2020-06-16,MO,
23119,2020-06-17,MO,
20449,2020-06-18,MO,
19633,2020-06-19,MO,
18354,2020-06-20,MO,
23239,2020-06-21,MO,
20119,2020-06-22,MO,
21579,2020-06-23,MO,
19162,2020-06-24,MO,
15898,2020-06-25,MO,
15443,2020-06-26,MO,
18124,2020-06-27,MO,
18848,2020-06-28,MO,
20257,2020-06-29,MO,
15226,2020-06-30,MO,
22299,2020-07-01,MO,
20685,2020-07-02,MO,
17824,2020-07-03,MO,
17468,2020-07-04,MO,
19133,2020-07-05,MO,
16685,2020-07-06,MO,
18852,2020-07-07,MO,
20654,2020-07-08,MO,
14962,2020-07-09,MO,
16929,2020-07-10,MO,
14759,2020-07-11,MO,
15807,2020-07-12,MO,
19288,2020-07-13,MO,
22050,2020-07-14,MO,
20214,2020-07-15,MO,
17807,2020-07-16,MO,
14284,2020-07-17,MO,
16413,2020-07-18,MO,
14188,2020-07-19,MO,
18064,2020-07-20,MO,
14533,2020-07-21,MO,
17189,2020-07-22,MO,
22571,2020-07-23,MO,
20780,2020-07-24,MO,
19616,2020-07-25,MO,
22310,2020-07-26,MO,
15105,2020-07-27,MO,
15456,2020-07-28,MO,
19271,2020-07-29,MO,
17513,2020-07-30,MO,
16503,2020-07-31,MO,
23052,2020-08-01,MO,
22095,2020-08-02,MO,
14846,2020-08-03,MO,
14092,2020-08-04,MO,
14458,2020-08-05,MO,
19949,2020-08-06,MO,
19895,2020-08-07,MO,
17711,2020-08-08,MO,
21830,2020-08-09,MO,
20885,2020-08-10,MO,
22538,2020-08-11,MO,
16396,2020-08-12,MO,
15543,2020-08-13,MO,
22519,2020-08-14,MO,
20019,2020-08-15,MO,
21331,2020-08-16,MO,
22419,2020-08-17,MO,
22319,2020-08-18,MO,
20752,2020-08-19,MO,
22447,2020-08-20,MO,
18673,2020-08-21,MO,
16203,2020-08-22,MO,
15018,2020-08-23,MO,
18328,2020-08-24,MO,
19418,2020-08-25,MO,
21072,2020-08-26,MO,
13363,2020-08-27,MO,
20138,2020-08-28,MO,
16223,2020-08-29,MO,
15905,2020-08-30,MO,
19272,2020-08-31,MO,
20472,2020-09-01,MO,
19269,2020-09-02,MO,
19494,2020-09-03,MO,
13442,2020-09-04,MO,
17156,2020-09-05,MO,
22220,2020-09-06,MO,
15726,2020-09-07,MO,
16843,2020-09-08,MO,
20468,2020-09-09,MO,
14516,2020-09-10,MO,
19622,2020-09-11,MO,
17519,2020-09-12,MO,
14642,2020-09-13,MO,
18035,2020-09-14,MO,
17924,2020-09-15,MO,
17347,2020-09-16,MO,
15965,2020-09-17,MO,
16533,2020-09-18,MO,
14746,2020-09-19,MO,
15384,2020-09-20,MO,
14298,2020-09-21,MO,
14409,2020-09-22,MO,
14255,2020-09-23,MO,
21725,2020-09-24,MO,
13718,2020-09-25,MO,
16967,2020-09-26,MO,
20865,2020-09-27,MO,
21177,2020-09-28,MO,
13639,2020-09-29,MO,
20806,2020-09-30,MO,
23117,2020-10-01,MO,
13878,2020-10-02,MO,
22707,2020-10-03,MO,
22956,2020-10-04,MO,
17965,2020-10-05,MO,
20309,2020-10-06,MO,
22456,2020-10-07,MO,
15538,2020-10-08,MO,
19629,2020-10-09,MO,
14911,2020-10-10,MO,
22527,2020-10-11,MO,
20767,2020-10-12,MO,
22226,2020-10-13,MO,
22360,2020-10-14,MO,
21501,2020-10-15,MO,
19623,2020-10-16,MO,
17196,2020-10-17,MO,0.0
19945,2020-10-18,MO,0.0
21981,2020-10-19,MO,1.0
19380,2020-10-20,MO,2.0
18029,2020-10-21,MO,1.0
19035,2020-10-22,MO,2.0
16638,2020-10-23,MO,1.0
19150,2020-10-24,MO,1.0
21342,2020-10-25,MO,1.0
16270,2020-10-26,MO,0.0
20051,2020-10-27,MO,0.0
18470,2020-10-28,MO,0.0
15778,2020-10-29,MO,1.0
11960,2020-10-30,MO,0.0
8321,2020-10-31,MO,0.0
7507,2020-11-01,MO,0.0
12613,2020-11-02,MO,1.0
7333,2020-11-03,MO,2.0
4223,2020-11-04,MO,1.0
13189,2020-11-05,MO,2.0
8538,2020-11-06,MO,0.0
7160,2020-11-07,MO,2.0
8605,2020-11-08,MO,0.0
4709,2020-11-09,MO,1.0
13062,2020-11-10,MO,3.0
2580,2020-11-11,MO,4.0
9877,2020-11-12,MO,1.0
8715,2020-11-13,MO,0.0
11660,2020-11-14,MO,2.0
6131,2020-11-15,MO,0.0
6516,2020-11-16,MO,1.0
3396,2020-11-17,MO,1.0
6903,2020-11-18,MO,1.0
5533,2020-11-19,MO,1.0
3780,2020-11-20,MO,3.0
6715,2020-11-21,MO,1.0
8138,2020-11-22,MO,3.0
12711,2020-11-23,MO,5.0
8693,2020-11-24,MO,2.0
10209,2020-11-25,MO,3.0
13155,2020-11-26,MO,0.0
2626,2020-11-27,MO,1.0
5257,2020-11-28,MO,2.0
3374,2020-11-29,MO,1.0
2424,2020-11-30,MO,5.0
12544,2020-12-01,MO,3.0
2346,2020-12-02,MO,2.0
11458,2020-12-03,MO,1.0
1812,2020-12-04,MO,1.0
2179,2020-12-05,MO,2.0
10891,2020-12-06,MO,0.0
2056,2020-12-07,MO,1.0
11364,2020-12-08,MO,1.0
4190,2020-12-09,MO,2.0
12053,2020-12-10,MO,2.0
10263,2020-12-11,MO,0.0
12915,2020-12-12,MO,1.0
4478,2020-12-13,MO,1.0
10582,2020-12-14,MO,3.0
12579,2020-12-15,MO,4.0
5101,2020-12-16,MO,2.0
1635,2020-12-17,MO,1.0
3479,2020-12-18,MO,3.0
