,date,state,previous_day_admission_influenza_confirmed
27827,2020-01-01,HI,
26662,2020-01-02,HI,
23901,2020-01-03,HI,
29529,2020-01-04,HI,
29280,2020-01-05,HI,
26096,2020-01-06,HI,
30444,2020-01-07,HI,
34065,2020-01-08,HI,
26833,2020-01-09,HI,
26358,2020-01-10,HI,
32994,2020-01-11,HI,
26723,2020-01-12,HI,
33335,2020-01-13,HI,
30344,2020-01-14,HI,
24716,2020-01-15,HI,
28698,2020-01-16,HI,
26216,2020-01-17,HI,
27357,2020-01-18,HI,
31546,2020-01-19,HI,
34473,2020-01-20,HI,
30371,2020-01-21,HI,
30852,2020-01-22,HI,
32170,2020-01-23,HI,
25310,2020-01-24,HI,
24290,2020-01-25,HI,
28068,2020-01-26,HI,
32470,2020-01-27,HI,
24599,2020-01-28,HI,
34039,2020-01-29,HI,
27322,2020-01-30,HI,
32645,2020-01-31,HI,
25498,2020-02-01,HI,
26464,2020-02-02,HI,
32904,2020-02-03,HI,
24819,2020-02-04,HI,
25010,2020-02-05,HI,
24746,2020-02-06,HI,
30551,2020-02-07,HI,
31291,2020-02-08,HI,
26521,2020-02-09,HI,
32456,2020-02-10,HI,
34284,2020-02-11,HI,
31471,2020-02-12,HI,
29989,2020-02-13,HI,
26447,2020-02-14,HI,
33971,2020-02-15,HI,
29833,2020-02-16,HI,
30178,2020-02-17,HI,
30606,2020-02-18,HI,
32889,2020-02-19,HI,
26595,2020-02-20,HI,
31946,2020-02-21,HI,
29684,2020-02-22,HI,
27712,2020-02-23,HI,
24429,2020-02-24,HI,
30737,2020-02-25,HI,
33532,2020-02-26,HI,
27447,2020-02-27,HI,
23766,2020-02-28,HI,
28262,2020-02-29,HI,
23302,2020-03-01,HI,
30506,2020-03-02,HI,
26459,2020-03-03,HI,
29747,2020-03-04,HI,
32512,2020-03-05,HI,
24896,2020-03-06,HI,
34572,2020-03-07,HI,
31120,2020-03-08,HI,
29605,2020-03-09,HI,
32921,2020-03-10,HI,
23319,2020-03-11,HI,
31931,2020-03-12,HI,
29230,2020-03-13,HI,
