,date,state,previous_day_admission_influenza_confirmed
34625,2020-03-01,IA,
27767,2020-03-02,IA,
29272,2020-03-03,IA,
32540,2020-03-04,IA,
29760,2020-03-05,IA,
28820,2020-03-06,IA,
30911,2020-03-07,IA,
28424,2020-03-08,IA,
32728,2020-03-09,IA,
23385,2020-03-10,IA,
33224,2020-03-11,IA,
28530,2020-03-12,IA,
25736,2020-03-13,IA,
30839,2020-03-14,IA,
29217,2020-03-15,IA,
34312,2020-03-16,IA,
30525,2020-03-17,IA,
25899,2020-03-18,IA,
23646,2020-03-19,IA,
25136,2020-03-20,IA,
27670,2020-03-21,IA,
33320,2020-03-22,IA,
26641,2020-03-23,IA,
28349,2020-03-24,IA,
28031,2020-03-25,IA,
19394,2020-03-26,IA,
30441,2020-03-27,IA,
24873,2020-03-28,IA,
28715,2020-03-29,IA,
29353,2020-03-30,IA,
26648,2020-03-31,IA,
30058,2020-04-01,IA,
31351,2020-04-02,IA,
31147,2020-04-03,IA,
25699,2020-04-04,IA,
33056,2020-04-05,IA,
26631,2020-04-06,IA,
26348,2020-04-07,IA,
27103,2020-04-08,IA,
29642,2020-04-09,IA,
24661,2020-04-10,IA,
25029,2020-04-11,IA,
29355,2020-04-12,IA,
25419,2020-04-13,IA,
26219,2020-04-14,IA,
32145,2020-04-15,IA,
23472,2020-04-16,IA,
25803,2020-04-17,IA,
26727,2020-04-18,IA,
24351,2020-04-19,IA,
25640,2020-04-20,IA,
34277,2020-04-21,IA,
34221,2020-04-22,IA,
17768,2020-04-23,IA,
19862,2020-04-24,IA,
19454,2020-04-25,IA,
18503,2020-04-26,IA,
21911,2020-04-27,IA,
14256,2020-04-28,IA,
14618,2020-04-29,IA,
17071,2020-04-30,IA,
18590,2020-05-01,IA,
17677,2020-05-02,IA,
14187,2020-05-03,IA,
14043,2020-05-04,IA,
18945,2020-05-05,IA,
19024,2020-05-06,IA,
17785,2020-05-07,IA,
14589,2020-05-08,IA,
13670,2020-05-09,IA,
22799,2020-05-10,IA,
18474,2020-05-11,IA,
15888,2020-05-12,IA,
14653,2020-05-13,IA,
14262,2020-05-14,IA,
20628,2020-05-15,IA,
17015,2020-05-16,IA,
17729,2020-05-17,IA,
15569,2020-05-18,IA,
19259,2020-05-19,IA,
18376,2020-05-20,IA,
17707,2020-05-21,IA,
21505,2020-05-22,IA,
15727,2020-05-23,IA,
22298,2020-05-24,IA,
13784,2020-05-25,IA,
17858,2020-05-26,IA,
22065,2020-05-27,IA,
19290,2020-05-28,IA,
19311,2020-05-29,IA,
15412,2020-05-30,IA,
14790,2020-05-31,IA,
14241,2020-06-01,IA,
16595,2020-06-02,IA,
16857,2020-06-03,IA,
18199,2020-06-04,IA,
21447,2020-06-05,IA,
20081,2020-06-06,IA,
19131,2020-06-07,IA,
13979,2020-06-08,IA,
21917,2020-06-09,IA,
14082,2020-06-10,IA,
17811,2020-06-11,IA,
16484,2020-06-12,IA,
16347,2020-06-13,IA,
19069,2020-06-14,IA,
20992,2020-06-15,IA,
20627,2020-06-16,IA,
14037,2020-06-17,IA,
14433,2020-06-18,IA,
16199,2020-06-19,IA,
18617,2020-06-20,IA,
15973,2020-06-21,IA,
21476,2020-06-22,IA,
22888,2020-06-23,IA,
19345,2020-06-24,IA,
19942,2020-06-25,IA,
13727,2020-06-26,IA,
13537,2020-06-27,IA,
20625,2020-06-28,IA,
19180,2020-06-29,IA,
18497,2020-06-30,IA,
21708,2020-07-01,IA,
21083,2020-07-02,IA,
18779,2020-07-03,IA,
16714,2020-07-04,IA,
13585,2020-07-05,IA,
14050,2020-07-06,IA,
20523,2020-07-07,IA,
16394,2020-07-08,IA,
17864,2020-07-09,IA,
22980,2020-07-10,IA,
15670,2020-07-11,IA,
21109,2020-07-12,IA,
13660,2020-07-13,IA,
15634,2020-07-14,IA,
18444,2020-07-15,IA,
22313,2020-07-16,IA,
18948,2020-07-17,IA,
20935,2020-07-18,IA,
18234,2020-07-19,IA,
20869,2020-07-20,IA,
20261,2020-07-21,IA,
18242,2020-07-22,IA,
14627,2020-07-23,IA,
15351,2020-07-24,IA,
19297,2020-07-25,IA,
22990,2020-07-26,IA,
20880,2020-07-27,IA,
22624,2020-07-28,IA,
14005,2020-07-29,IA,
17006,2020-07-30,IA,
18709,2020-07-31,IA,
13799,2020-08-01,IA,
20182,2020-08-02,IA,
18455,2020-08-03,IA,
23248,2020-08-04,IA,
16241,2020-08-05,IA,
21925,2020-08-06,IA,
18145,2020-08-07,IA,
18164,2020-08-08,IA,
20398,2020-08-09,IA,
13924,2020-08-10,IA,
19376,2020-08-11,IA,
16219,2020-08-12,IA,
13663,2020-08-13,IA,
13419,2020-08-14,IA,
13489,2020-08-15,IA,
16960,2020-08-16,IA,
13471,2020-08-17,IA,
16410,2020-08-18,IA,
21186,2020-08-19,IA,
16895,2020-08-20,IA,
18653,2020-08-21,IA,
21832,2020-08-22,IA,
14239,2020-08-23,IA,
15694,2020-08-24,IA,
13937,2020-08-25,IA,
16907,2020-08-26,IA,
17601,2020-08-27,IA,
14704,2020-08-28,IA,
23010,2020-08-29,IA,
20717,2020-08-30,IA,
14117,2020-08-31,IA,
15446,2020-09-01,IA,
22322,2020-09-02,IA,
19574,2020-09-03,IA,
17951,2020-09-04,IA,
19126,2020-09-05,IA,
22689,2020-09-06,IA,
