,Unnamed: 0,previous_day_admission_influenza_confirmed
1260,78391,2.0
1261,81312,2.0
1262,77750,0.0
1263,76885,1.0
1264,80276,3.0
1265,80392,1.0
1266,78620,7.0
1267,79503,3.0
1268,77651,6.0
1269,74790,5.0
1270,79881,2.0
1271,77837,2.0
1272,79181,6.0
1273,76659,10.0
1274,78296,2.0
1275,79597,4.0
1276,81047,6.0
1277,78519,5.0
1278,1123,5.0
1279,81044,3.0
1280,75019,7.0
1281,76326,7.0
1282,77507,9.0
1283,75310,3.0
1284,79480,6.0
1285,78887,8.0
1286,78466,5.0
1287,74915,9.0
1288,81547,5.0
1289,81187,5.0
1290,77136,5.0
1291,76548,6.0
1292,76182,5.0
1293,79537,1.0
1294,78885,2.0
1295,78675,1.0
1296,78068,4.0
1297,74528,3.0
1298,81519,3.0
1299,81214,3.0
1300,76577,5.0
1301,76094,4.0
1302,75738,2.0
1303,79627,4.0
1304,79374,3.0
1305,78765,3.0
1306,75114,1.0
1307,72420,2.0
1308,66294,3.0
1309,72263,2.0
1310,73869,4.0
1311,73133,1.0
1312,74031,3.0
1313,69208,2.0
1314,65421,3.0
1315,66563,4.0
1316,65618,4.0
1317,63358,0.0
1318,62319,4.0
1319,74128,3.0
1320,72083,3.0
1321,72330,4.0
1322,69661,4.0
1323,67323,8.0
1324,71334,2.0
1325,67120,3.0
1326,60599,5.0
1327,67066,2.0
1328,73076,5.0
1329,72984,4.0
1330,68822,3.0
1331,72637,4.0
1332,68286,2.0
1333,64528,2.0
1334,69020,0.0
1335,66784,2.0
1336,1058,6.0
1337,61087,1.0
1338,68112,3.0
1339,71649,6.0
1340,61176,2.0
7613,14.0
1456,67916,15.0
1457,65240,15.0
1458,71893,18.0
1459,62897,10.0
