,date,state,previous_day_admission_influenza_confirmed
32661,2020-01-01,TX,
33888,2020-01-02,TX,
34192,2020-01-03,TX,
27777,2020-01-04,TX,
30785,2020-01-05,TX,
32709,2020-01-06,TX,
25916,2020-01-07,TX,
32877,2020-01-08,TX,
28558,2020-01-09,TX,
33014,2020-01-10,TX,
32174,2020-01-11,TX,
31234,2020-01-12,TX,
29527,2020-01-13,TX,
30433,2020-01-14,TX,
23465,2020-01-15,TX,
30923,2020-01-16,TX,
32652,2020-01-17,TX,
28090,2020-01-18,TX,
25528,2020-01-19,TX,
24534,2020-01-20,TX,
26789,2020-01-21,TX,
26995,2020-01-22,TX,
32302,2020-01-23,TX,
27491,2020-01-24,TX,
31530,2020-01-25,TX,
30460,2020-01-26,TX,
34637,2020-01-27,TX,
24589,2020-01-28,TX,
30925,2020-01-29,TX,
32222,2020-01-30,TX,
27609,2020-01-31,TX,
29156,2020-02-01,TX,
30260,2020-02-02,TX,
34741,2020-02-03,TX,
26118,2020-02-04,TX,
30710,2020-02-05,TX,
30183,2020-02-06,TX,
31442,2020-02-07,TX,
32175,2020-02-08,TX,
24157,2020-02-09,TX,
25026,2020-02-10,TX,
27432,2020-02-11,TX,
27337,2020-02-12,TX,
23870,2020-02-13,TX,
24785,2020-02-14,TX,
32636,2020-02-15,TX,
27916,2020-02-16,TX,
25982,2020-02-17,TX,
31104,2020-02-18,TX,
28650,2020-02-19,TX,
30192,2020-02-20,TX,
30353,2020-02-21,TX,
31212,2020-02-22,TX,
25013,2020-02-23,TX,
23525,2020-02-24,TX,
28449,2020-02-25,TX,
25328,2020-02-26,TX,
25245,2020-02-27,TX,
30858,2020-02-28,TX,
24337,2020-02-29,TX,
24219,2020-03-01,TX,
32689,2020-03-02,TX,
28589,2020-03-03,TX,
34359,2020-03-04,TX,
23379,2020-03-05,TX,
27246,2020-03-06,TX,
26523,2020-03-07,TX,
27151,2020-03-08,TX,
31396,2020-03-09,TX,
30789,2020-03-10,TX,
26229,2020-03-11,TX,
24551,2020-03-12,TX,
27885,2020-03-13,TX,
25962,2020-03-14,TX,
31157,2020-03-15,TX,
24415,2020-03-16,TX,
34732,2020-03-17,TX,
27975,2020-03-18,TX,
28459,2020-03-19,TX,
29532,2020-03-20,TX,
25817,2020-03-21,TX,
30632,2020-03-22,TX,
28263,2020-03-23,TX,
23612,2020-03-24,TX,
32795,2020-03-25,TX,
27734,2020-03-26,TX,
30872,2020-03-27,TX,
25285,2020-03-28,TX,
23924,2020-03-29,TX,
29152,2020-03-30,TX,
26181,2020-03-31,TX,
29039,2020-04-01,TX,
25951,2020-04-02,TX,
28151,2020-04-03,TX,
25965,2020-04-04,TX,
32808,2020-04-05,TX,
26542,2020-04-06,TX,
24483,2020-04-07,TX,
25472,2020-04-08,TX,
29923,2020-04-09,TX,
23731,2020-04-10,TX,
26721,2020-04-11,TX,
29253,2020-04-12,TX,
32526,2020-04-13,TX,
27599,2020-04-14,TX,
32926,2020-04-15,TX,
23346,2020-04-16,TX,
26079,2020-04-17,TX,
29360,2020-04-18,TX,
26092,2020-04-19,TX,
24306,2020-04-20,TX,
34723,2020-04-21,TX,
34212,2020-04-22,TX,
18133,2020-04-23,TX,
17546,2020-04-24,TX,
22166,2020-04-25,TX,
20001,2020-04-26,TX,
23232,2020-04-27,TX,
22435,2020-04-28,TX,
14991,2020-04-29,TX,
14193,2020-04-30,TX,
19582,2020-05-01,TX,
17021,2020-05-02,TX,
17309,2020-05-03,TX,
13953,2020-05-04,TX,
19200,2020-05-05,TX,
18798,2020-05-06,TX,
16531,2020-05-07,TX,
18833,2020-05-08,TX,
14336,2020-05-09,TX,
18332,2020-05-10,TX,
18813,2020-05-11,TX,
16038,2020-05-12,TX,
19328,2020-05-13,TX,
12269,2020-05-14,TX,
18667,2020-05-15,TX,
17898,2020-05-16,TX,
18155,2020-05-17,TX,
18196,2020-05-18,TX,
18668,2020-05-19,TX,
20487,2020-05-20,TX,
17803,2020-05-21,TX,
21734,2020-05-22,TX,
22829,2020-05-23,TX,
22366,2020-05-24,TX,
15564,2020-05-25,TX,
17482,2020-05-26,TX,
22318,2020-05-27,TX,
18618,2020-05-28,TX,
18975,2020-05-29,TX,
13699,2020-05-30,TX,
15149,2020-05-31,TX,
17284,2020-06-01,TX,
16674,2020-06-02,TX,
16102,2020-06-03,TX,
17945,2020-06-04,TX,
21231,2020-06-05,TX,
14825,2020-06-06,TX,
18760,2020-06-07,TX,
14199,2020-06-08,TX,
21127,2020-06-09,TX,
14292,2020-06-10,TX,
21408,2020-06-11,TX,
15851,2020-06-12,TX,
17387,2020-06-13,TX,
18288,2020-06-14,TX,
21101,2020-06-15,TX,
23024,2020-06-16,TX,
18058,2020-06-17,TX,
14926,2020-06-18,TX,
15844,2020-06-19,TX,
19201,2020-06-20,TX,
18318,2020-06-21,TX,
15585,2020-06-22,TX,
23133,2020-06-23,TX,
18792,2020-06-24,TX,
19698,2020-06-25,TX,
13424,2020-06-26,TX,
18237,2020-06-27,TX,
20553,2020-06-28,TX,
18209,2020-06-29,TX,
22091,2020-06-30,TX,
21922,2020-07-01,TX,
20863,2020-07-02,TX,
20495,2020-07-03,TX,
15159,2020-07-04,TX,
20669,2020-07-05,TX,
13500,2020-07-06,TX,
21269,2020-07-07,TX,
15850,2020-07-08,TX,
18430,2020-07-09,TX,
17902,2020-07-10,TX,
15236,2020-07-11,TX,
22660,2020-07-12,TX,
14425,2020-07-13,TX,
15802,2020-07-14,TX,
13705,2020-07-15,TX,
22995,2020-07-16,TX,
19898,2020-07-17,TX,
21394,2020-07-18,TX,
18809,2020-07-19,TX,
15464,2020-07-20,TX,
19797,2020-07-21,TX,
17358,2020-07-22,TX,
15472,2020-07-23,TX,
15907,2020-07-24,TX,
19217,2020-07-25,TX,
22739,2020-07-26,TX,
21530,2020-07-27,TX,
22869,2020-07-28,TX,
17591,2020-07-29,TX,
16401,2020-07-30,TX,
18620,2020-07-31,TX,
14530,2020-08-01,TX,
19905,2020-08-02,TX,
14481,2020-08-03,TX,
23022,2020-08-04,TX,
15891,2020-08-05,TX,
21859,2020-08-06,TX,
17147,2020-08-07,TX,
21961,2020-08-08,TX,
20037,2020-08-09,TX,
14291,2020-08-10,TX,
19106,2020-08-11,TX,
16292,2020-08-12,TX,
19184,2020-08-13,TX,
17239,2020-08-14,TX,
15224,2020-08-15,TX,
16336,2020-08-16,TX,
14177,2020-08-17,TX,
20287,2020-08-18,TX,
21506,2020-08-19,TX,
18404,2020-08-20,TX,
19001,2020-08-21,TX,
21611,2020-08-22,TX,
14159,2020-08-23,TX,
15128,2020-08-24,TX,
16314,2020-08-25,TX,
16019,2020-08-26,TX,
14002,2020-08-27,TX,
14942,2020-08-28,TX,
22761,2020-08-29,TX,
19987,2020-08-30,TX,
13740,2020-08-31,TX,
22195,2020-09-01,TX,
23215,2020-09-02,TX,
19970,2020-09-03,TX,
18116,2020-09-04,TX,
20452,2020-09-05,TX,
19609,2020-09-06,TX,
15208,2020-09-07,TX,
17974,2020-09-08,TX,
13778,2020-09-09,TX,
21963,2020-09-10,TX,
18111,2020-09-11,TX,
22060,2020-09-12,TX,
16359,2020-09-13,TX,
20796,2020-09-14,TX,
18819,2020-09-15,TX,
21370,2020-09-16,TX,
19466,2020-09-17,TX,
13289,2020-09-18,TX,
14170,2020-09-19,TX,
15948,2020-09-20,TX,
22547,2020-09-21,TX,
20515,2020-09-22,TX,
20783,2020-09-23,TX,
21030,2020-09-24,TX,
15296,2020-09-25,TX,
19711,2020-09-26,TX,
19076,2020-09-27,TX,
18582,2020-09-28,TX,
17890,2020-09-29,TX,
17798,2020-09-30,TX,
17995,2020-10-01,TX,
16508,2020-10-02,TX,
20775,2020-10-03,TX,
15572,2020-10-04,TX,
14570,2020-10-05,TX,
19624,2020-10-06,TX,
17484,2020-10-07,TX,
18562,2020-10-08,TX,
17722,2020-10-09,TX,
22484,2020-10-10,TX,
16861,2020-10-11,TX,
20009,2020-10-12,TX,
16741,2020-10-13,TX,
15389,2020-10-14,TX,
19604,2020-10-15,TX,
14047,2020-10-16,TX,
17932,2020-10-17,TX,6.0
19306,2020-10-18,TX,6.0
21230,2020-10-19,TX,7.0
17645,2020-10-20,TX,6.0
21179,2020-10-21,TX,5.0
15430,2020-10-22,TX,7.0
14676,2020-10-23,TX,9.0
18453,2020-10-24,TX,8.0
15294,2020-10-25,TX,8.0
14219,2020-10-26,TX,6.0
15539,2020-10-27,TX,31.0
22411,2020-10-28,TX,16.0
21548,2020-10-29,TX,11.0
3157,2020-10-30,TX,13.0
1726,2020-10-31,TX,21.0
11597,2020-11-01,TX,12.0
10800,2020-11-02,TX,13.0
12855,2020-11-03,TX,21.0
9483,2020-11-04,TX,24.0
7562,2020-11-05,TX,24.0
4647,2020-11-06,TX,15.0
10360,2020-11-07,TX,8.0
4203,2020-11-08,TX,15.0
8961,2020-11-09,TX,24.0
8210,2020-11-10,TX,19.0
11025,2020-11-11,TX,18.0
2891,2020-11-12,TX,17.0
4293,2020-11-13,TX,23.0
9009,2020-11-14,TX,22.0
2830,2020-11-15,TX,22.0
12496,2020-11-16,TX,15.0
3045,2020-11-17,TX,25.0
8981,2020-11-18,TX,25.0
9334,2020-11-19,TX,21.0
2509,2020-11-20,TX,24.0
6936,2020-11-21,TX,21.0
3587,2020-11-22,TX,21.0
2809,2020-11-23,TX,23.0
1449,2020-11-24,TX,22.0
9278,2020-11-25,TX,18.0
12907,2020-11-26,TX,39.0
9518,2020-11-27,TX,17.0
11616,2020-11-28,TX,17.0
7302,2020-11-29,TX,25.0
4184,2020-11-30,TX,28.0
4835,2020-12-01,TX,34.0
3992,2020-12-02,TX,29.0
5546,2020-12-03,TX,28.0
1988,2020-12-04,TX,27.0
4669,2020-12-05,TX,28.0
7862,2020-12-06,TX,22.0
9903,2020-12-07,TX,24.0
3790,2020-12-08,TX,31.0
1856,2020-12-09,TX,19.0
6590,2020-12-10,TX,33.0
10174,2020-12-11,TX,28.0
9385,2020-12-12,TX,33.0
2955,2020-12-13,TX,30.0
12323,2020-12-14,TX,29.0
6469,2020-12-15,TX,27.0
9326,2020-12-16,TX,30.0
3436,2020-12-17,TX,38.0
2301,2020-12-18,TX,37.0
8562,2020-12-19,TX,39.0
11521,2020-12-20,TX,26.0
8904,2020-12-21,TX,27.0
5478,2020-12-22,TX,36.0
8461,2020-12-23,TX,33.0
1542,2020-12-24,TX,36.0
6691,2020-12-25,TX,33.0
2644,2020-12-26,TX,23.0
5587,2020-12-27,TX,29.0
7259,2020-12-28,TX,40.0
10896,2020-12-29,TX,37.0
9785,2020-12-30,TX,34.0
2344,2020-12-31,TX,35.0
10564,2021-01-01,TX,13.0
7723,2021-01-02,TX,12.0
12494,2021-01-03,TX,9.0
1514,2021-01-04,TX,11.0
3844,2021-01-05,TX,13.0
10884,2021-01-06,TX,17.0
7048,2021-01-07,TX,6.0
12828,2021-01-08,TX,18.0
2946,2021-01-09,TX,8.0
3627,2021-01-10,TX,7.0
12362,2021-01-11,TX,13.0
6853,2021-01-12,TX,8.0
11879,2021-01-13,TX,15.0
3394,2021-01-14,TX,13.0
9541,2021-01-15,TX,20.0
