,Unnamed: 0,previous_day_admission_influenza_confirmed
1284,78146,0.0
1285,75281,2.0
1286,74788,3.0
1287,74377,5.0
1288,77758,2.0
1289,77480,1.0
1290,76844,3.0
1291,79581,2.0
1292,79278,0.0
1293,78846,0.0
1294,74344,1.0
1295,81365,0.0
1296,65931,1.0
1297,63071,1.0
1298,68828,2.0
1299,73761,2.0
1300,72890,1.0
1301,70573,2.0
1302,61747,1.0
1303,61329,0.0
1304,64131,3.0
1305,74196,4.0
1306,61292,5.0
1307,67245,2.0
1308,66386,1.0
1309,73378,2.0
1310,69520,2.0
1311,65844,1.0
1312,68326,5.0
1313,65983,2.0
1314,61995,2.0
1315,66808,4.0
1316,62224,5.0
1317,67970,4.0
1318,67639,3.0
1319,71660,2.0
1320,68348,1.0
1321,60934,3.0
1322,73575,3.0
1323,65444,3.0
1324,71725,3.0
1325,61700,7.0
1326,60880,4.0
1327,67227,2.0
1328,63460,3.0
1329,68508,3.0
1330,67952,1.0
1331,66733,1.0
1332,65132,2.0
1333,62459,4.0
1334,62120,2.0
1335,74171,7.0
1336,67576,0.0
1337,68090,1.0
1338,62685,0.0
1339,65918,4.0
1340,62043,5.0
1341,74026,3.0
1342,63533,3.0
1343,62254,5.0
1344,60743,4.0
1345,60920,3.0
1346,62742,1.0
1347,72167,5.0
1348,68913,6.0
1349,69314,3.0
1350,74111,4.0
1351,70472,4.0
1352,61685,7.0
1353,61346,10.0
1354,61116,11.0
1355,68924,5.0
1356,70627,9.0
1357,63542,10.0
1358,61942,7.0
1359,61270,12.0
1360,71495,11.0
1361,63086,8.0
1362,72118,10.0
1363,61609,16.0
1364,62986,11.0
44,68635,112.0
1445,60665,81.0
1446,72519,92.0
1447,60594,85.0
1448,72017,86.0
,43.0
