,0,1,2,3
0,10439246.984206023,128.41997266271215,11.880688818956212,0.7151324995295879
1,10439227.476306124,134.60047177315724,24.5046818826846,1.418540223575625
2,10439207.546731018,139.86466178398376,38.514981482476685,2.073625719670585
3,10439181.229845371,151.0103288150143,53.020828295076996,2.73899752166115
4,10439157.643510357,157.35316574508664,69.57483726466897,3.4284866365395152
5,10439120.32544135,176.22552017047076,87.40227202458772,4.0467664551088385
6,10439071.95818435,202.02853868943856,108.94650918677694,5.06676777449956
7,10439037.633423775,215.76438612282018,128.82152226313087,5.780667840510714
8,10439014.154847946,219.77628507376107,147.43258671296155,6.636280267009328
9,10438955.512578221,246.16333586305478,179.0521843602843,7.2719015566570215
10,10438914.171493078,262.9679337794821,202.6777758898619,8.182797246384444
11,10438903.312812718,263.3427102804256,212.81118202255848,8.533294977694663
12,10438881.73972327,264.1719291636752,233.0067202834349,9.0816272786299
13,10438847.339161815,266.72784447980064,263.7239425334374,10.209051170460983
14,10438797.585974138,281.56942961878553,298.057892869512,10.78670337149597
15,10438769.313128887,281.5834167681835,325.83459051488853,11.26886383090473
16,10438711.426907038,305.51546206379686,358.72548053290456,12.332150361977279
17,10438715.220967347,282.529733172445,377.8172161925764,12.432083284078217
18,10438717.29157713,271.8286673594176,386.35740348985723,12.522352016275118
19,10438675.039797578,291.5029298575124,408.228882842954,13.228389715340597
20,10438677.252270494,288.84897254459196,408.7860567289613,13.112700229448919
21,10438695.10243006,263.62690854671837,416.34135605840726,12.929305335681475
22,10438464.53778229,387.4219575423911,520.5490087936682,15.491251375644824
23,10438456.96286774,359.2502639477083,556.4340463076273,15.352822002094047
24,10438597.205487674,267.1924441147244,510.19173383746494,13.410334370769393
25,10438507.05493054,298.17848946615277,567.8733868984073,14.893193100177973
26,10438577.979090862,255.69904959858104,540.504378395105,13.817481142596852
27,10438421.818440989,304.67541892118936,645.7187248672725,15.787415224661638
28,10438524.060580395,254.75588633853633,595.1442831196119,14.039250146391671
29,10438529.19780041,250.02374217840253,595.1069188599641,13.67153854887162
30,10438502.471117703,251.77902381588513,620.544436670616,13.205421809747572
31,10438347.455646044,303.7064647335734,722.4654629624605,14.372426260572787
32,10438362.86276454,299.9187747133143,711.0749300008183,14.143530746064544
33,10438411.899551453,280.4674856562769,682.1824418834373,13.45052100370717
34,10438357.679346217,299.8545138688394,716.2802445341263,14.18589538428775
35,10438425.199650269,284.1297371115789,664.5292812992277,14.141331320224523
36,10438368.406320162,303.5785359889606,701.4884879378842,14.526655914884804
37,10438243.08269271,378.9420681817742,749.8630623242918,16.112176786120255
38,10438285.704254437,336.8275521351845,749.2121503301329,16.256043098500978
39,10438151.87685674,406.14995568051245,811.1265093132755,18.846678267805448
40,10438064.201943452,457.1296728790926,846.6832268405249,19.985156835767803
41,10437874.767516844,552.9523570724941,938.0760673721409,22.20405872134727
42,10437669.511922397,628.675886456322,1065.1575260637956,24.654665093560883
43,10437485.98447539,731.4018575891305,1144.036145075697,26.577521956517195
44,10437225.435928032,863.0228645634645,1269.122546637103,30.41866077997432
45,10437273.867450003,802.1367839421295,1281.029651410086,30.96611465340387
46,10437509.414335014,671.1123314061304,1177.4484487474429,30.0248848397602
47,10437549.446248436,621.0633085653234,1187.65432797156,29.83611503119312
48,10437396.296341196,615.7135855674715,1345.2216739851187,30.76839925772955
49,10437296.156626822,659.4766040808448,1401.0617373908296,31.305031713213566
50,10437223.745784068,699.4699165236083,1431.7552675808317,33.02903182785099
51,10436968.16652461,777.6803691319647,1607.9262491876061,34.22685707373831
52,10437215.557747345,588.4319404101816,1553.354485516456,30.655826740369957
53,10437417.66385419,451.79425886826044,1491.4886363312849,27.053250620512873
54,10437340.807412112,420.23869447005774,1600.1282981813504,26.825595243550005
55,10437219.726916501,454.85683971608654,1686.2273349766663,27.188908815041174
56,10437394.006210865,394.69154831224296,1574.9127172844182,24.389523552827363
57,10437401.11669751,361.4401117238091,1602.5184533459949,22.924737427002295
58,10437349.245744063,361.37449095820125,1655.0133580071501,22.366406980873634
59,10437146.919954102,450.18754897848163,1767.1963759295231,23.696121000201206
60,10437227.36688598,395.04405950784667,1741.352272315721,24.236782203004097
61,10437113.127984678,439.51369115285314,1809.4894155447316,25.868908635419867
62,10437046.957832415,440.12399642270356,1874.6871482107144,26.23102296372633
63,10436868.900468392,454.20393489635825,2037.5371610420161,27.358435682487393
64,10436658.938336799,517.0379977002547,2182.2273319579526,29.796333558085852
65,10436853.471337195,455.2463890842906,2050.3551136562523,28.92716008182897
66,10437012.209518196,480.37974961648126,1865.0945713040724,30.316160895589455
67,10436748.464966435,589.1964650852739,2018.2683786722928,32.07018981785342
68,10436381.121593947,760.2515059688221,2212.8334820227005,33.79341807428691
69,10436287.326282142,750.644433816052,2313.8338433884564,36.19544066801706
70,10436242.997201603,672.3008722800074,2436.298894093749,36.40303204069429
71,10435780.147985261,824.5706132163311,2741.075587923871,42.20581361280032
72,10435639.897960596,817.2178913753169,2886.838186881547,44.04596115894462
73,10435352.20251461,908.6447874174024,3080.412393341531,46.74030465082489
74,10435373.405972559,932.6952287454064,3034.18989652673,47.70890218617741
75,10435394.526710233,906.4899765692609,3038.892043968314,48.09126924217736
76,10435143.857286733,1014.3774469626634,3178.937959944443,50.82730637648842
77,10434971.39336995,1108.9996595915152,3253.570724147905,54.03624632776145
78,10434711.077127323,1217.1232029435778,3401.764078841646,58.03559090487573
79,10434791.644511169,1146.432962356541,3392.855268698634,57.06725778839452
