,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,3.1095711717120453,3.2368777486630615,3.4824088981204704,3.9646852764774088,4.503094686238397,4.567353877441184,4.701154304189504,5.3588375132390205,6.00707356144558,6.014874286662871,6.719764060141424,7.407260301998526,7.516066888682009,7.580956840381414,7.963223658243547,8.065965630262241,8.283571835023004,8.322209254798404,8.423819882133412,9.541857862692146,12.49127138040981,12.7598182675378,13.028386360835839
1,2.8734208623516264,3.1618323423125005,3.6266243879760127,3.7904354410644783,4.2787414694938635,4.333330471431845,4.603161378914219,4.649289632098033,5.458916080464171,5.655458568264408,5.689682316009217,5.772333287503395,6.533834960977515,6.936470211516119,7.037995027574232,7.0694044063839785,7.146070025301421,7.389159589855599,8.040577344894224,8.216839782031855,8.734215646927654,8.75719843916116,9.09607478366201
2,3.3216973309573166,3.4935907344091444,3.7425246802557175,3.9084232061959163,4.161447468563915,4.430364107282464,4.5935158036672,5.229896641389557,5.307399896494859,5.7070073977964615,5.962357095388143,6.252281910826074,6.34020557766529,6.585579171557398,6.7330512780186105,7.023803946765941,7.321790526386604,7.390278528509978,7.767513230983806,8.062795632014842,8.683757707993953,9.07333973155199,9.592717359133394
3,3.7066060462165766,3.717292737405531,3.7277716705563915,3.9891124032835843,4.167860515335143,4.434868840742405,4.637192142628766,4.837535280382603,5.021273223672349,5.511728674507508,5.690920333869477,5.777054652479444,6.461516299141091,6.503230621772607,6.5415219500040465,7.010485477626991,7.343868928429042,7.842114390926336,7.886833992506748,8.535432611677141,9.100497017118812,9.406156736905226,9.43697567265172
4,3.544147279662098,3.820975140595767,3.820975140595767,3.8528441652499614,3.904785249215638,3.9416401781800516,4.074058316859665,4.19234366465299,4.272716174754991,4.553163549562709,4.713197885129876,4.830434755035732,4.99020477102096,5.114218340640872,5.420463502738081,5.944550985241272,6.029863710303971,6.476378234667876,6.589660754361521,6.880329202056833,7.460282110778647,8.310793687949019,8.458083596943114
5,3.0168171172615272,3.3391357255550376,3.565676005481893,3.706414486627555,3.7856043456540913,4.118102930971446,4.200754273584311,4.321543288538809,4.539268622211031,4.5949584446588485,4.745352602434582,4.879440111799989,5.081032357441642,5.127738454328543,5.348791699791887,5.521609540410425,6.2065567954895915,6.274927480528893,6.441798361111295,7.420830309126777,7.757287035878467,8.645210081480798,9.073110988876305
6,2.70392554373121,3.0503646760458123,3.235476745740624,3.3241881136451212,3.546229113770187,3.588190091473243,3.7509961031232257,3.8555738471713754,3.92751563902083,4.047842334326209,4.321760435370115,4.378256270967922,4.619185011700944,4.666298522001842,4.693039666563423,4.917892517240637,5.040659840352765,5.177862091479529,5.381523107123228,5.669524611730968,6.666281968292106,7.141049102725604,7.57906993557733
7,2.858509702365729,2.8597820041371316,2.8698165072642747,3.1011805131039867,3.2835931109177237,3.4889355489948057,3.5539367186685507,3.6711791176844084,3.75766701848642,4.011430950264932,4.144194058056264,4.179908057562964,4.22330614508602,4.334228243885277,4.3800647268844966,4.4719702328877,4.844237120961963,4.879152332565297,5.053878018144556,5.348838372678077,5.877127462025824,5.877127462025824,6.33601035341475
8,2.799139796160127,2.85930185793406,2.928328913243657,2.9908167625370092,3.1992939118276786,3.5458886493144814,3.602164821816679,3.66067666167792,3.7607929423530884,3.88969998914912,4.040574637376199,4.196088139048738,4.356638984594571,4.461895162273914,4.618966498697748,4.670638726186507,4.727959984540327,4.747028408913164,4.850211381654015,5.239403416393373,5.554850752173288,5.968081690830405,6.08527379884565
9,2.2320088075408737,2.2320088075408737,2.5740218562728607,2.837811406356759,2.983950614198635,3.246537115925893,3.3733808967566956,3.4230609057209307,3.5214105806893734,3.5818167988786547,3.6324970543549107,3.6641643845768526,3.8807868465174797,4.030392920342987,4.132044532291612,4.224994002092398,4.399939109826802,4.581490135770453,4.792216561862878,5.0745992786171055,5.51506840800824,5.680375313992488,5.798128329253405
10,2.2039061398470636,2.241629984933956,2.2830941706055397,2.3406976294152773,2.3820870418990516,2.7326390002305665,2.854271208185186,2.9331574428073592,3.029229220651548,3.236281446687258,3.308233001397821,3.38605929016642,3.424279824098397,3.557448745642146,3.7283166753347823,3.774190690729418,3.859928491453621,3.9938108870909534,4.099227612927958,4.345250624226696,4.7658932964030685,5.139848823694944,5.531180758317565
11,2.126876362783327,2.1409643184047535,2.1930367087041907,2.2829543335255074,2.415253386106115,2.4908985713867073,2.539843778826377,2.6985448144139763,2.7593656983332293,3.0479673505648766,3.1789497475473167,3.3334261975416455,3.3780224639601473,3.4554622354715003,3.49039699720991,3.6370160153125877,3.818379506063721,3.9030335726035257,4.081357517804485,4.244855969148866,4.382117153564593,4.666006969010238,4.787073531974188
12,1.887212934539473,1.8884438834736503,1.8922784212876769,2.0097572843634657,2.1120849381224387,2.2596392936640726,2.2857348137805333,2.361837432972443,2.540433164813975,2.7152731485237904,2.7944864396719398,2.895501968786715,3.0601602361666553,3.169680044314839,3.2912160139486453,3.426923688540591,3.4550526155064873,3.552545564526892,3.834261474117991,4.143033865787911,4.6998321328454455,4.723845559361751,4.863914639367644
13,1.654557275996442,1.8507037692078507,1.951418143300101,2.368502097668558,2.441180535084687,2.5446232803066735,2.5891357577949714,2.7952572271134457,2.9697843872918037,3.0272799493058002,3.120413255326919,3.237493677792881,3.257712063654685,3.3421942169732155,3.350836062157165,3.3754413764173536,3.6109417219119027,3.725535258686123,3.898237436886462,4.1387939365715445,4.445519950845903,4.6323967104197346,4.842878409031454
14,1.5978801088626908,1.5991470433565267,1.647454573634775,1.7743790109645734,2.1113916033825726,2.270023216229734,2.503053670605217,2.574092510572898,2.71458067598887,2.794052033536269,2.8956898569445517,2.915166944872533,3.0308324821014168,3.091198480218928,3.1698313795837305,3.2839085775463963,3.3807537660647435,3.6738734011030636,3.7531135376251976,4.140399470371052,4.263079311922428,4.543665283636686,4.59979015757394
15,1.4227307717005773,1.498563580497147,1.498563580497147,1.6116943104207657,1.6386607552009735,1.7647526973329923,1.931056896159666,2.2250812948562144,2.446438021954262,2.518152383364434,2.5315271097824104,2.5592527382279107,2.687919514850206,2.7482173961791885,2.860682558135529,3.0693672808877395,3.191481489741797,3.196804099958412,3.253134117378706,3.485160085097354,3.5813257990426637,4.003426238581496,4.3581182484552565
