,0
0,0.12327218446254193
1,0.12215641309203167
2,0.12146615523448491
3,0.1258183346050145
4,0.12853771057912033
5,0.12283267459180708
6,0.12524145629350036
7,0.12186307007056454
8,0.12445549530180011
9,0.12375024374836163
10,0.12361191153203066
11,0.1145146971708567
12,0.1133152420179502
13,0.10577629438771652
14,0.10173106005746473
15,0.1033261998675394
16,0.1026708242946765
17,0.10299551529339585
18,0.0980769677763519
19,0.10109191953539584
20,0.10641815836209854
21,0.10568956680219023
22,0.1038922572345478
23,0.10185501960918607
24,0.09592225521315058
25,0.0967617745579147
26,0.1021893217684283
27,0.10747993051642712
28,0.10922802281735494
29,0.10690667440671815
30,0.11256985270351196
31,0.11663859552946994
32,0.11463997724059938
33,0.1135612597921408
34,0.11242231508001624
35,0.11269241319669052
36,0.1129361672761359
37,0.11741627104005775
38,0.11453235031571035
39,0.11385805933193818
40,0.11480685486551538
41,0.11794634085170784
42,0.11795516265993422
43,0.11658495541883353
44,0.11725965480142156
45,0.11684484200829338
46,0.12296680358508548
47,0.13308792955497298
48,0.13047975418625382
49,0.12939458791584119
50,0.1228786907444181
51,0.1182558102346983
52,0.11373213976038855
53,0.11103306549193943
54,0.11681635324386595
55,0.11605699106233507
56,0.11878638079472999
57,0.11860261162958752
58,0.11429609520992688
59,0.11555977767019382
60,0.10853755491893398
61,0.10483463540380246
62,0.10566574113227038
63,0.10590430122448384
64,0.10713986517197492
65,0.10320761254298262
66,0.10355988192104813
67,0.10759688163878427
68,0.10158832790226573
69,0.09658092812544902
70,0.09469759281187558
71,0.09279914426920483
72,0.09014943213878843
73,0.09120479485616081
74,0.0856175778328535
75,0.09157312055157632
76,0.09994859169849903
77,0.10192805212515241
78,0.09984634120325925
79,0.09916378328975017
