d01,d02,d03,d04,d05,d06,d07,d08,d09,d10,d11,d12,d13,d14,d15,d16,d17,d18,d19,d20,d21,d22,d23,d24,d25,d26,d27,d28
0.090557400777198,0.0893066772825053,0.0870634272596181,0.0851483144327639,0.0837965338751515,0.0849813002121612,0.0815739472134275,0.0851860521423688,0.0857822936738976,0.0898192136977033,0.0877315919930108,0.0832320493097561,0.0828990931682982,0.0835439652236903,0.0844024352854071,0.0795009732006852,0.0801467561369422,0.0832382459749433,0.0926553515790948,0.0908133346186043,0.0890313389131468,0.0887186371924067,0.0865710156654238,0.0830206801898992,0.0834669130629673,0.0834587374046763,0.0822632430923597,0.081808476373809
0.0884205769530054,0.0877656409311429,0.087718015741649,0.0837011732312275,0.0847426731380952,0.0852886301968843,0.0830195862278564,0.087622862693113,0.0883848206817359,0.0872563448691668,0.0873450886627075,0.0876879050921307,0.0876792760311724,0.0873617843793895,0.0867148239852302,0.0853514395213747,0.0842373157291649,0.0792567247892451,0.082585541280977,0.0813897524770603,0.082111020930899,0.0784403275077415,0.0815173335044302,0.0795882703272059,0.0797320352591064,0.077989274981988,0.0875472841536854,0.086958436225835
0.0913333196058687,0.0936739038798061,0.0933992497251973,0.0883711306538282,0.0885536518592992,0.0881703726670091,0.0905786284371875,0.099755030542994,0.0977188946817439,0.0926595445035633,0.0906245783042987,0.0894447588865858,0.0879071514826123,0.0876874318727042,0.0871279946537541,0.084472101858759,0.0803820707572055,0.0801240685420196,0.0787622016126195,0.0799723015420479,0.0842594905434851,0.0820703719341716,0.0812369702744002,0.0765796505253414,0.0773596008460043,0.0768321688696917,0.0777552491470298,0.0789826657638171
0.0906296039570817,0.0881808135508308,0.0861025662089265,0.0863701768568865,0.0864611112507531,0.090641070360471,0.086025066677625,0.0863881159366626,0.0867622286825148,0.0873368115781954,0.0851859195550348,0.0857521514693288,0.0861051831587816,0.0851747540696994,0.0946033545247106,0.0936043443660576,0.0944001250790661,0.0920917385214234,0.0895108123203273,0.0875256767183875,0.0873734872738761,0.0823559183399697,0.0814256624583743,0.0815092270188576,0.0767350156929362,0.0800633872766059,0.0789542689349194,0.0767549838466968
0.090557400777198,0.0910307073489897,0.0946525010384636,0.0944237752633288,0.0910082698089296,0.0901544988331146,0.0876791737045783,0.0878748473715697,0.0879011128788826,0.0901661609236896,0.0921311229738935,0.0906563561744469,0.0900846225589463,0.0840309111612151,0.0832512366287774,0.0827356821819371,0.0809113187923581,0.0775262390838286,0.0784771899653873,0.0780769641273817,0.0782618179125242,0.078214238055726,0.0795588393590028,0.0774629915920424,0.0782208184464676,0.0878132322812047,0.0826080100304176,0.0826876924710719
0.0894607641266652,0.0900379680888361,0.0884045591421649,0.0886433196274226,0.0910967748587203,0.0864436399930043,0.0893068850186879,0.0837885977077513,0.0882082373222488,0.0877082101815194,0.0852370706174426,0.0850918167830283,0.0946615762565991,0.0932504638744243,0.092576630523705,0.0910044332630345,0.0877340843715614,0.0877285566540139,0.0842345847504108,0.0800210042519775,0.0803375602833734,0.0787606249894566,0.0796957886611614,0.0792204096831797,0.078960150989372,0.0798306011993496,0.0793242630817402,0.0797339342474925
0.0913333196058687,0.0911483390826649,0.0913488468623756,0.091216492513247,0.0903635032388273,0.0890823568248608,0.086637957283356,0.0840337327518055,0.0870229829232198,0.0860087135518718,0.0899457321240842,0.0896212736957565,0.0868835765747807,0.0824486282624934,0.0922216902943343,0.0899581192871111,0.0891593588173952,0.0883098894435464,0.0871671406726296,0.0850600208688065,0.0853699399765162,0.084678409910456,0.0793101472787452,0.0761221754626427,0.0771229406483511,0.0758996013955545,0.0793054189491011,0.0786743838458879
0.0944370555732305,0.096230536536636,0.0938360018235348,0.0930454728846871,0.0911142371140197,0.0885060675102376,0.0855783997668164,0.0850992872032859,0.0852484308065,0.0841273759940842,0.0842725998565818,0.0805175732302565,0.0906524646825289,0.0899087514025338,0.0894026060373355,0.0893959375899511,0.0833175295706675,0.0834034105546194,0.0841400967291153,0.0843670685686658,0.0833518964447979,0.0856591592823171,0.0851743450969027,0.0851854506490632,0.0823897873853927,0.0801676919278537,0.0800863827771861,0.0765080473138646
0.0876222458651614,0.0918692488182698,0.0870193975593846,0.0859171733732873,0.0872368129141919,0.0877946187570854,0.0974096721212354,0.0957370626057295,0.0942532370234164,0.0904920784951811,0.0875123162275776,0.0862799885391175,0.0853765378427764,0.0850833142619206,0.0831447196541987,0.079599674906743,0.0804313197918882,0.0814584410543152,0.0816874840426086,0.08258374986534,0.0824200934426815,0.0817082045652734,0.0843885489118408,0.0790276393263663,0.0818888685772934,0.0819380591238554,0.0824646846236201,0.0812187395152493
0.0901533986568039,0.0857355859579207,0.0888114937989422,0.098493212552142,0.093590635499934,0.0916728418500311,0.0856867878103423,0.0865817917746879,0.0866019178350095,0.0870294173084848,0.087090438683699,0.0859405969865171,0.0851028509897535,0.0841756982660289,0.0881596035320423,0.0881984986600192,0.0835063069377999,0.0837302457529298,0.0815876766198171,0.079876734607988,0.0802820314626857,0.0809988069691313,0.0809949697948187,0.0837356136412053,0.0820167540015589,0.0822798425064591,0.0829225673897813,0.080651731885229
